"","Data","mu.L","sig.L","k","mu.A","sig.A","sig.sci","sig.f","a0","sig.oto","sig.lf","time to 90%"
"1","Model 6 - Mark Recapture - All Data","60.9189377985747","5.31823902264759","0.299576131690546","0.947570997648339","0.19182947081589","2.0991722738251","0","0","0","0",7.68614335194285
"2","Length at Age","65.7556850202794","6.62656220636648","0.296995253661456","1","0.1","1","0","-0.161005174288785","0.614421724205211","1",7.59193048581693
"3","Length Frequency (Unconstrained)","50","1","0.15346058027823","1","0.1","1","0","-1.43267188856124","1","0.831730938189841",13.5717356851581
"4","Length Frequency (Constrained)","65.7556850202794","1","0.105644734913529","1","0.1","1","0","-1.55458650506395","1","0.83178660948195",20.2409634092667
"5","Model 8 - All Data - Weighted by n","64.8822071581349","5.96777407851441","0.261298267158509","1.00002344412904","0.184512031612134","2.15452311406947","0","-0.304828140257415","1.59469140713039","4.0633577862808",8.50726662804524
"6","Model 10 - Separated Data - Weighted by n","64.7396277779585","5.62402973883765","0.261186184017734","1.00053299969343","0.182204413797435","2.20463310320623","0","-0.312437572268438","1.81442438176755","4.07277741515269",8.50343874084353
