"","summary.mean","summary.sd","summary.2.5.","summary.25.","summary.50.","summary.75.","summary.97.5.","summary.Rhat","summary.n.eff"
"p.value[38,1]",0.619130952380952,0.485603360217095,0,0,1,1,1,1.00099045035987,84000
"p.value[39,1]",0.55847619047619,0.496571717544304,0,0,1,1,1,1.000982026538,84000
"p.value[40,1]",0.138392857142857,0.345313906147244,0,0,0,0,1,1.00098242621818,84000
"p.value[41,1]",0.47622619047619,0.499437459025705,0,0,0,1,1,1.00100668600735,77000
"p.value[42,1]",0.0203452380952381,0.141179129698421,0,0,0,0,0,1.00098559543325,84000
"p.value[43,1]",0.0835119047619048,0.276656063910566,0,0,0,0,1,1.00100097155212,84000
"p.value[44,1]",0.465571428571429,0.498816234282824,0,0,0,1,1,1.00098539270933,84000
"p.value[45,1]",0.66227380952381,0.472937494262423,0,0,1,1,1,1.00100098846482,84000
"p.value[46,1]",0.40897619047619,0.491647784180483,0,0,0,1,1,1.00107348863787,22000
"p.value[47,1]",0.882130952380952,0.322454916315312,0,1,1,1,1,1.00099583209092,84000
"p.value[48,1]",0.469261904761905,0.499057245693242,0,0,0,1,1,1.00100391638265,84000
"p.value[49,1]",0.288666666666667,0.453145304239125,0,0,0,1,1,1.00098961978688,84000
"p.value[50,1]",0.137297619047619,0.34416332307698,0,0,0,0,1,1.00099587163039,84000
"p.value[51,1]",0.120595238095238,0.325658239851455,0,0,0,0,1,1.00098963525501,84000
"p.value[52,1]",0.509535714285714,0.499912037559067,0,0,1,1,1,1.00101337936754,61000
"p.value[53,1]",0.287619047619048,0.45265524443336,0,0,0,1,1,1.00101084692426,66000
"p.value[54,1]",0.264380952380952,0.441005645891723,0,0,0,1,1,1.00099050681917,84000
"p.value[55,1]",0.521,0.499561778938146,0,0,1,1,1,1.0010156252954,57000
"p.value[56,1]",0.20875,0.406417770125589,0,0,0,0,1,1.00099717446813,84000
"p.value[57,1]",0.0551309523809524,0.228237049172941,0,0,0,0,1,1.00103024218525,40000
"p.value[58,1]",0.3155,0.464717463605589,0,0,0,1,1,1.00099673580931,84000
"p.value[59,1]",0.46072619047619,0.498458148442664,0,0,0,1,1,1.00099133086232,84000
"p.value[60,1]",0.364035714285714,0.481161583211551,0,0,0,1,1,1.00099327113142,84000
"p.value[61,1]",0.479595238095238,0.499586445933894,0,0,0,1,1,1.00098154930118,84000
"p.value[62,1]",0.344869047619048,0.475328388948619,0,0,0,1,1,1.0010508921692,28000
"p.value[63,1]",0.705642857142857,0.455755952331665,0,0,1,1,1,1.00099485528942,84000
"p.value[64,1]",0.466642857142857,0.498889029744834,0,0,0,1,1,1.00099716963951,84000
"p.value[65,1]",0.489785714285714,0.499898633075943,0,0,0,1,1,1.00103781430238,35000
"p.value[66,1]",0.612083333333333,0.487278311704285,0,0,1,1,1,1.00101953195961,51000
"p.value[67,1]",0.610619047619048,0.487612814489664,0,0,1,1,1,1.00099142923222,84000
"p.value[68,1]",0.545976190476191,0.497884666333981,0,0,1,1,1,1.00100862065746,72000
"p.value[69,1]",0.52375,0.499438591831666,0,0,1,1,1,1.00098253489327,84000
"p.value[70,1]",0.50827380952381,0.499934515198651,0,0,1,1,1,1.0009822359557,84000
"p.value[71,1]",0.202428571428571,0.401812352920453,0,0,0,0,1,1.00098273090025,84000
"p.value[72,1]",0.365440476190476,0.481556326118468,0,0,0,1,1,1.00101477982365,59000
"p.value[73,1]",0.480940476190476,0.499639576548357,0,0,0,1,1,1.00098499627083,84000
"p.value[74,1]",0.542607142857143,0.49818428918591,0,0,1,1,1,1.00098483892014,84000
"p.value[75,1]",0.755380952380952,0.429863663218777,0,1,1,1,1,1.00101956298413,51000
"p.value[76,1]",0.90252380952381,0.296606861173793,0,1,1,1,1,1.00103003351272,41000
"p.value[77,1]",0.352214285714286,0.477663164655308,0,0,0,1,1,1.0009936211665,84000
"p.value[78,1]",0.190880952380952,0.392997777419755,0,0,0,0,1,1.00098845508302,84000
"p.value[79,1]",0.468880952380952,0.499033635712604,0,0,0,1,1,1.00107842725467,20000
"p.value[80,1]",0.50197619047619,0.499999070849753,0,0,1,1,1,1.0010130047812,62000
"p.value[81,1]",0.460821428571429,0.498465643242508,0,0,0,1,1,1.00099586169731,84000
"p.value[82,1]",0.416559523809524,0.492991460649521,0,0,0,1,1,1.00101866347596,53000
"p.value[83,1]",0.267488095238095,0.442651721751478,0,0,0,1,1,1.00098126304847,84000
"p.value[84,1]",0.422202380952381,0.493913387794219,0,0,0,1,1,1.00102514432532,45000
"p.value[85,1]",0.472202380952381,0.499229665987691,0,0,0,1,1,1.00099155736694,84000
"p.value[86,1]",0.439845238095238,0.496371169355211,0,0,0,1,1,1.00101908698076,52000
"p.value[87,1]",0.575928571428571,0.494204167964206,0,0,1,1,1,1.0010399762707,34000
"p.value[88,1]",0.268785714285714,0.443330907867752,0,0,0,1,1,1.00098512706733,84000
"p.value[89,1]",0.537833333333333,0.498569551892793,0,0,1,1,1,1.00100295862418,84000
"p.value[90,1]",0.257535714285714,0.437279483285489,0,0,0,1,1,1.00099040733195,84000
"p.value[91,1]",0.303130952380952,0.459614069532367,0,0,0,1,1,1.00102384057672,46000
"p.value[92,1]",0.449154761904762,0.497411004313268,0,0,0,1,1,1.00102582093855,44000
"p.value[93,1]",0.466416666666667,0.498873854317201,0,0,0,1,1,1.00098135356942,84000
"p.value[94,1]",0.337321428571429,0.472798417476958,0,0,0,1,1,1.0009928770557,84000
"p.value[95,1]",0.4295,0.495007744439984,0,0,0,1,1,1.00098325352686,84000
"p.value[96,1]",0.574785714285714,0.494378404242854,0,0,1,1,1,1.00100165208515,84000
"p.value[97,1]",0.445892857142857,0.497066754536201,0,0,0,1,1,1.00100569033178,80000
"p.value[98,1]",0.659964285714286,0.473723652451863,0,0,1,1,1,1.00101251492685,63000
"p.value[99,1]",0.673154761904762,0.469062946432552,0,0,1,1,1,1.00098610669851,84000
"p.value[100,1]",0.162452380952381,0.368867489317746,0,0,0,0,1,1.0010444468842,31000
"p.value[101,1]",0.49302380952381,0.499954306325057,0,0,0,1,1,1.00099256775727,84000
"p.value[102,1]",0.599630952380952,0.489976051844995,0,0,1,1,1,1.00101167316098,64000
"p.value[103,1]",0.405178571428571,0.490929491751476,0,0,0,1,1,1.00098486542585,84000
"p.value[104,1]",0.737797619047619,0.439834736470621,0,0,1,1,1,1.00101648879397,56000
"p.value[105,1]",0.65722619047619,0.474639449439405,0,0,1,1,1,1.00098734267461,84000
"p.value[106,1]",0.604809523809524,0.488894476517101,0,0,1,1,1,1.00099938187039,84000
"p.value[107,1]",0.405821428571429,0.491053222489995,0,0,0,1,1,1.00098514921616,84000
"p.value[108,1]",0.899988095238095,0.30001765818449,0,1,1,1,1,1.0009837038781,84000
"p.value[109,1]",0.663107142857143,0.472650737286577,0,0,1,1,1,1.00101766658145,54000
"p.value[110,1]",0.774130952380952,0.418155835240347,0,1,1,1,1,1.00101233939331,63000
"p.value[111,1]",0.451654761904762,0.497660211745467,0,0,0,1,1,1.00102855964613,42000
"p.value[112,1]",0.186630952380952,0.389617308594982,0,0,0,0,1,1.00098381974076,84000
"p.value[113,1]",0.48472619047619,0.499769631121431,0,0,0,1,1,1.00105839925224,26000
"p.value[114,1]",0.305452380952381,0.460601508424341,0,0,0,1,1,1.00098572409231,84000
"p.value[115,1]",0.170154761904762,0.375770940738522,0,0,0,0,1,1.00100218592527,84000
"p.value[116,1]",0.514833333333333,0.499782898695744,0,0,1,1,1,1.00099504315276,84000
"p.value[117,1]",0.523833333333333,0.499434622033569,0,0,1,1,1,1.00098320149022,84000
"p.value[118,1]",0.468654761904762,0.499019479156683,0,0,0,1,1,1.00101689551388,55000
"p.value[119,1]",0.496119047619048,0.499987914109146,0,0,0,1,1,1.00102697027488,43000
"p.value[120,1]",0.536535714285714,0.498666323222432,0,0,1,1,1,1.00098400926531,84000
"p.value[121,1]",0.424,0.494193188402252,0,0,0,1,1,1.00101975667542,51000
"p.value[122,1]",0.450095238095238,0.497506242489629,0,0,0,1,1,1.00104202261055,33000
"p.value[123,1]",0.79527380952381,0.403503798850599,0,1,1,1,1,1.0010301386559,40000
"p.value[124,1]",0.4275,0.494718772284576,0,0,0,1,1,1.00100217614933,84000
"p.value[125,1]",0.571416666666667,0.494876323164758,0,0,1,1,1,1.00101379327476,60000
"p.value[126,1]",0.375940476190476,0.484367657417877,0,0,0,1,1,1.0009811582673,84000
"p.value[127,1]",0.63975,0.480075703636828,0,0,1,1,1,1.00098477484656,84000
"p.value[128,1]",0.565964285714286,0.49563256292788,0,0,1,1,1,1.00107772497516,21000
"p.value[129,1]",0.572940476190476,0.494654020322487,0,0,1,1,1,1.00099764660266,84000
"p.value[130,1]",0.552845238095238,0.497202497771987,0,0,1,1,1,1.00099590247446,84000
"p.value[131,1]",0.535702380952381,0.49872667970095,0,0,1,1,1,1.00100671242692,77000
"p.value[132,1]",0.585333333333333,0.492667343913991,0,0,1,1,1,1.00100088424505,84000
"p.value[133,1]",0.333416666666667,0.471436781467361,0,0,0,1,1,1.00098296482254,84000
"p.value[134,1]",0.537583333333333,0.498588460020591,0,0,1,1,1,1.00098835317231,84000
"p.value[135,1]",0.214785714285714,0.410676051188713,0,0,0,0,1,1.00098250481137,84000
"p.value[136,1]",0.361440476190476,0.480420655289109,0,0,0,1,1,1.00099945923155,84000
"p.value[137,1]",0.609690476190476,0.487822541934264,0,0,1,1,1,1.00101440166945,59000
"p.value[138,1]",0.354976190476191,0.478508955521527,0,0,0,1,1,1.00099276238298,84000
"p.value[139,1]",0.487452380952381,0.499845507739944,0,0,0,1,1,1.00099250481822,84000
"p.value[140,1]",0.0979166666666667,0.297203708933293,0,0,0,0,1,1.00099760042881,84000
"p.value[141,1]",0.221369047619048,0.41517086164798,0,0,0,0,1,1.00098433267496,84000
"p.value[142,1]",0.389666666666667,0.487677543934289,0,0,0,1,1,1.00100334095404,84000
"p.value[143,1]",0.254095238095238,0.435353998969854,0,0,0,1,1,1.00098948505669,84000
"p.value[144,1]",0.307988095238095,0.461664343152924,0,0,0,1,1,1.00099038924114,84000
"p.value[145,1]",0.448785714285714,0.497373141553979,0,0,0,1,1,1.00098298086942,84000
"p.value[146,1]",0.687071428571429,0.463688300712327,0,0,1,1,1,1.00098269785369,84000
"p.value[147,1]",0.630440476190476,0.48268836306517,0,0,1,1,1,1.00103636545786,36000
"p.value[148,1]",0.675857142857143,0.46805648522816,0,0,1,1,1,1.00101871978154,53000
"p.value[149,1]",0.380011904761905,0.485392276236902,0,0,0,1,1,1.00103482849579,37000
"p.value[150,1]",0.597988095238095,0.49030724562319,0,0,1,1,1,1.00098700533099,84000
"p.value[151,1]",0.444107142857143,0.49686912517811,0,0,0,1,1,1.00099130519297,84000
"p.value[152,1]",0.581535714285714,0.493310069203094,0,0,1,1,1,1.00099010269857,84000
"p.value[153,1]",0.40125,0.490154361027723,0,0,0,1,1,1.00104453961185,31000
"p.value[154,1]",0.440035714285714,0.496394216181087,0,0,0,1,1,1.00099091801309,84000
"p.value[155,1]",0.23022619047619,0.420980048822903,0,0,0,0,1,1.00099703568907,84000
"p.value[156,1]",0.550857142857143,0.497409787252814,0,0,1,1,1,1.00098802056989,84000
"p.value[157,1]",0.398285714285714,0.48954780884183,0,0,0,1,1,1.00099337440762,84000
"p.value[158,1]",0.44525,0.496996356163921,0,0,0,1,1,1.00099544533493,84000
"p.value[159,1]",0.395821428571429,0.489029316375829,0,0,0,1,1,1.00101531959299,58000
"p.value[160,1]",0.488047619047619,0.499860095541491,0,0,0,1,1,1.00100179759965,84000
"p.value[161,1]",0.343833333333333,0.474989113676313,0,0,0,1,1,1.00098716301707,84000
"p.value[162,1]",0.563023809523809,0.496015048534548,0,0,1,1,1,1.00098720881669,84000
"p.value[163,1]",0.545202380952381,0.497955516745609,0,0,1,1,1,1.00105420881686,27000
"p.value[164,1]",0.390357142857143,0.487833247112157,0,0,0,1,1,1.00098968357068,84000
"p.value[165,1]",0.423345238095238,0.494092049875915,0,0,0,1,1,1.00098806905382,84000
"p.value[166,1]",0.581416666666667,0.493329731215417,0,0,1,1,1,1.00099256882313,84000
"p.value[167,1]",0.511345238095238,0.499874244451679,0,0,1,1,1,1.00099590994869,84000
"p.value[168,1]",0.6835,0.465113239288043,0,0,1,1,1,1.0009838970621,84000
"p.value[169,1]",0.625392857142857,0.484024194042271,0,0,1,1,1,1.00098173185612,84000
"p.value[170,1]",0.610392857142857,0.487664073146309,0,0,1,1,1,1.00102213224687,48000
"p.value[171,1]",0.525119047619048,0.499371607283617,0,0,1,1,1,1.00103311635591,38000
"p.value[172,1]",0.544261904761905,0.498039995070342,0,0,1,1,1,1.00100696971886,76000
"p.value[173,1]",0.49877380952381,0.500001472662755,0,0,0,1,1,1.00098106770595,84000
"p.value[174,1]",0.49175,0.49993490867875,0,0,0,1,1,1.00099056842599,84000
"p.value[175,1]",0.570690476190476,0.494980578721388,0,0,1,1,1,1.00102010941592,51000
"p.value[176,1]",0.551214285714286,0.497373141553979,0,0,1,1,1,1.00098156670014,84000
"p.value[177,1]",0.501178571428571,0.50000158717624,0,0,1,1,1,1.00103056896696,40000
"p.value[178,1]",0.601380952380952,0.48961694860419,0,0,1,1,1,1.0010133698341,61000
"p.value[179,1]",0.648071428571429,0.477574671910006,0,0,1,1,1,1.00105030238536,29000
"p.value[180,1]",0.259238095238095,0.438219113410374,0,0,0,1,1,1.00098103662271,84000
"p.value[181,1]",0.670654761904762,0.469978277964056,0,0,1,1,1,1.00099067120949,84000
"p.value[182,1]",0.31175,0.463211066188178,0,0,0,1,1,1.00098169052758,84000
"p.value[183,1]",0.43727380952381,0.496052773818992,0,0,0,1,1,1.00100865137626,71000
"p.value[184,1]",0.34247619047619,0.474540757210279,0,0,0,1,1,1.00103551379158,36000
"p.value[185,1]",0.54025,0.498380270916917,0,0,1,1,1,1.00098452375905,84000
"p.value[186,1]",0.0775833333333333,0.267516376483099,0,0,0,0,1,1.00100413386792,84000
"p.value[187,1]",0.402857142857143,0.490475411400625,0,0,0,1,1,1.00098123594245,84000
"p.value[188,1]",0.515369047619048,0.499766711365575,0,0,1,1,1,1.00099577339141,84000
"p.value[189,1]",0.434345238095238,0.49567365993008,0,0,0,1,1,1.00102541074625,45000
"p.value[190,1]",0.373654761904762,0.483776463872696,0,0,0,1,1,1.00101903885059,52000
"p.value[191,1]",0.303880952380952,0.459934601321097,0,0,0,1,1,1.00109066428807,18000
"p.value[192,1]",0.55877380952381,0.496536579132027,0,0,1,1,1,1.00098796143639,84000
"p.value[193,1]",0.407892857142857,0.491445978173251,0,0,0,1,1,1.00106624313827,23000
"p.value[194,1]",0.409571428571429,0.491757615441806,0,0,0,1,1,1.00102330265615,47000
"p.value[195,1]",0.621428571428571,0.485033919154253,0,0,1,1,1,1.00098746919306,84000
"p.value[196,1]",0.62922619047619,0.483014874632316,0,0,1,1,1,1.00099355859367,84000
"p.value[197,1]",0.624166666666667,0.484340202308871,0,0,1,1,1,1.00098611482038,84000
"p.value[198,1]",0.575845238095238,0.494216964096969,0,0,1,1,1,1.00098132898592,84000
"p.value[199,1]",0.525654761904762,0.499344371733681,0,0,1,1,1,1.00098534280789,84000
"p.value[200,1]",0.795214285714286,0.40354735063708,0,1,1,1,1,1.00099266994439,84000
"p.value[201,1]",0.598214285714286,0.490261986566665,0,0,1,1,1,1.00099612082547,84000
"p.value[202,1]",0.518904761904762,0.499645456247265,0,0,1,1,1,1.0009916073753,84000
"p.value[203,1]",0.454845238095238,0.497959837165306,0,0,0,1,1,1.00098909356201,84000
"p.value[204,1]",0.612666666666667,0.487143764539718,0,0,1,1,1,1.00099512657764,84000
"p.value[205,1]",0.271440476190476,0.444705406304199,0,0,0,1,1,1.00102414382835,46000
"p.value[206,1]",0.25802380952381,0.437549771348294,0,0,0,1,1,1.00098258508256,84000
"p.value[207,1]",0.659797619047619,0.47377989950776,0,0,1,1,1,1.00105767020564,26000
"p.value[208,1]",0.579345238095238,0.493667129215842,0,0,1,1,1,1.00099869966233,84000
"p.value[209,1]",0.678035714285714,0.467232151417621,0,0,1,1,1,1.00100102736601,84000
"p.value[210,1]",0.640595238095238,0.479828844408473,0,0,1,1,1,1.00098072102016,84000
"p.value[211,1]",0.616809523809524,0.486166996964274,0,0,1,1,1,1.00099932639754,84000
"p.value[212,1]",0.430166666666667,0.495102235629052,0,0,0,1,1,1.00098676085365,84000
"p.value[213,1]",0.278607142857143,0.448316401122681,0,0,0,1,1,1.00100967570597,69000
"p.value[214,1]",0.595119047619048,0.490871913328468,0,0,1,1,1,1.00098595915791,84000
"p.value[215,1]",0.5825,0.493149718846272,0,0,1,1,1,1.00103598812533,36000
"p.value[216,1]",0.506940476190476,0.499954803399963,0,0,1,1,1,1.00098621329077,84000
"p.value[217,1]",0.766428571428571,0.423105125816944,0,1,1,1,1,1.00098921921801,84000
"p.value[218,1]",0.596238095238095,0.490653742460363,0,0,1,1,1,1.0009988021154,84000
"p.value[219,1]",0.515059523809524,0.499776134152716,0,0,1,1,1,1.00099197649487,84000
"p.value[220,1]",0.723785714285714,0.447126753962922,0,0,1,1,1,1.0009926380509,84000
"p.value[221,1]",0.60602380952381,0.488632575885369,0,0,1,1,1,1.00099318097009,84000
"p.value[222,1]",0.413809523809524,0.492518110936887,0,0,0,1,1,1.00098661133642,84000
"p.value[223,1]",0.628654761904762,0.483167394817369,0,0,1,1,1,1.00105791424492,26000
"p.value[224,1]",0.625059523809524,0.484110427009298,0,0,1,1,1,1.00099386332758,84000
"p.value[225,1]",0.453095238095238,0.497798044738127,0,0,0,1,1,1.00102614228691,44000
"p.value[226,1]",0.474583333333333,0.49935654755977,0,0,0,1,1,1.00101783993689,54000
"p.value[227,1]",0.44352380952381,0.496803158367375,0,0,0,1,1,1.00099883778889,84000
"p.value[228,1]",0.509857142857143,0.499905802930794,0,0,1,1,1,1.00102922903855,41000
"p.value[229,1]",0.306428571428571,0.461012616086805,0,0,0,1,1,1.00098574971613,84000
"p.value[230,1]",0.376404761904762,0.484486337773694,0,0,0,1,1,1.00099063713377,84000
"p.value[231,1]",0.490297619047619,0.49990883059722,0,0,0,1,1,1.00098378243893,84000
"p.value[232,1]",0.48222619047619,0.499686966169882,0,0,0,1,1,1.00098570451831,84000
"p.value[233,1]",0.388904761904762,0.487504540867406,0,0,0,1,1,1.00098228321544,84000
"p.value[234,1]",0.382809523809524,0.486075307970772,0,0,0,1,1,1.00099528766217,84000
"p.value[235,1]",0.556642857142857,0.496784183287623,0,0,1,1,1,1.00099937607788,84000
"p.value[236,1]",0.727380952380952,0.44530917710255,0,0,1,1,1,1.00100868431578,71000
"p.value[237,1]",0.499988095238095,0.500002976075325,0,0,0,1,1,1.00098583429117,84000
"p.value[238,1]",0.866083333333333,0.340564786526603,0,1,1,1,1,1.00099708349525,84000
"p.value[239,1]",0.705583333333333,0.455782805869836,0,0,1,1,1,1.00099681356245,84000
"p.value[240,1]",0.58397619047619,0.492900488644135,0,0,1,1,1,1.00100501335033,82000
"p.value[241,1]",0.454678571428571,0.497944695608961,0,0,0,1,1,1.00100990013879,68000
"p.value[242,1]",0.741857142857143,0.437615587358365,0,0,1,1,1,1.00099124125248,84000
"p.value[243,1]",0.520916666666667,0.499565275087235,0,0,1,1,1,1.00100212273959,84000
"p.value[244,1]",0.512630952380952,0.499843408847749,0,0,1,1,1,1.00098223654215,84000
"p.value[245,1]",0.267511904761905,0.442664227524569,0,0,0,1,1,1.00100575394534,80000
"p.value[246,1]",0.575785714285714,0.494226095386111,0,0,1,1,1,1.00102021844026,51000
"p.value[247,1]",0.533285714285714,0.498893800583343,0,0,1,1,1,1.00099430344393,84000
"p.value[248,1]",0.577630952380952,0.493939611402711,0,0,1,1,1,1.001036067059,36000
"p.value[249,1]",0.369785714285714,0.482749432071271,0,0,0,1,1,1.00098372096181,84000
"p.value[250,1]",0.449583333333333,0.49745462676285,0,0,0,1,1,1.00100765090851,74000
"p.value[251,1]",0.345666666666667,0.475587967560025,0,0,0,1,1,1.0010208659774,50000
"p.value[252,1]",0.32775,0.469395952801761,0,0,0,1,1,1.00112002443277,14000
"p.value[253,1]",0.703142857142857,0.456875764883456,0,0,1,1,1,1.00101352361843,61000
"p.value[254,1]",0.51797619047619,0.499679726379688,0,0,1,1,1,1.00098915470064,84000
"p.value[255,1]",0.636166666666667,0.481104348745341,0,0,1,1,1,1.00099079306914,84000
"p.value[256,1]",0.636880952380952,0.480901609527575,0,0,1,1,1,1.0010138791031,60000
"p.value[257,1]",0.359333333333333,0.479807909012706,0,0,0,1,1,1.00098980172333,84000
"p.value[258,1]",0.652940476190476,0.476037717521885,0,0,1,1,1,1.00105799288947,26000
"p.value[259,1]",0.412583333333333,0.492301951693682,0,0,0,1,1,1.00100268794791,84000
"p.value[260,1]",0.698130952380952,0.459071491814863,0,0,1,1,1,1.00098065294221,84000
"p.value[261,1]",0.6315,0.482400788103976,0,0,1,1,1,1.00099221866549,84000
"p.value[262,1]",0.67075,0.469943684532248,0,0,1,1,1,1.00102216471191,48000
"p.value[263,1]",0.384297619047619,0.486431676493652,0,0,0,1,1,1.00100003992219,84000
"p.value[264,1]",0.510035714285714,0.499902249910594,0,0,1,1,1,1.00100982460485,69000
"p.value[265,1]",0.751059523809524,0.432401828573651,0,1,1,1,1,1.00100967415266,69000
"p.value[266,1]",0.291666666666667,0.45453237700107,0,0,0,1,1,1.0010016819952,84000
"p.value[267,1]",0.232940476190476,0.422707153832786,0,0,0,0,1,1.00099401027078,84000
"p.value[268,1]",0.267333333333333,0.442570394390228,0,0,0,1,1,1.00098267997916,84000
"p.value[269,1]",0.342202380952381,0.474449777337555,0,0,0,1,1,1.00098187267686,84000
"p.value[270,1]",0.417464285714286,0.493143742731605,0,0,0,1,1,1.00098176138516,84000
"p.value[271,1]",0.190464285714286,0.392669679464364,0,0,0,0,1,1.00098435914474,84000
"p.value[272,1]",0.422154761904762,0.493905884748808,0,0,0,1,1,1.00101578707159,57000
"p.value[273,1]",0.37452380952381,0.484002597529622,0,0,0,1,1,1.0010013289789,84000
"p.value[274,1]",0.192845238095238,0.394534922799414,0,0,0,0,1,1.0010144894939,59000
"p.value[275,1]",0.429,0.494936274901414,0,0,0,1,1,1.00105206057519,28000
"p.value[276,1]",0.34,0.473711591013324,0,0,0,1,1,1.00099922515622,84000
"p.value[277,1]",0.686964285714286,0.463731512784801,0,0,1,1,1,1.00099948408224,84000
"p.value[278,1]",0.373690476190476,0.483785789879101,0,0,0,1,1,1.00105064635664,29000
"p.value[279,1]",0.968166666666667,0.175557224661993,0,1,1,1,1,1.00098604963483,84000
"p.value[280,1]",0.572321428571429,0.494744908946032,0,0,1,1,1,1.00100348490018,84000
"p.value[281,1]",0.554190476190476,0.497057676287295,0,0,1,1,1,1.00100583709626,79000
"p.value[282,1]",0.670059523809524,0.470193992193537,0,0,1,1,1,1.00098557600654,84000
"p.value[283,1]",0.701142857142857,0.457759812120264,0,0,1,1,1,1.00099156253467,84000
