"","summary.mean","summary.sd","summary.2.5.","summary.25.","summary.50.","summary.75.","summary.97.5.","summary.Rhat","summary.n.eff"
"Linf_mu",77.3231365321696,33.393305254783,13.1982495294494,71.6571574564526,74.6290427030444,78.4367730116267,166.13957670031,1.00105921739482,25000
"Linf_std",132.246377192199,9204.29878356175,0.0129665646842499,0.148863114350236,1.65404830875023,18.2211292558057,429.540277490809,1.00100411905862,84000
"Linf_tau",529.445380081815,2244.18370601794,5.41991172628308e-06,0.00301196154120698,0.3655136673942,45.1258919139723,5947.71483871497,1.00100411905862,84000
"Shape",32.7640246945929,3.59508960634356,26.3272214057679,30.2642721651924,32.546379749889,35.0150572064959,40.4773845825243,1.00113398951791,13000
"deviance",4090.49533392637,39.6070181196283,4016.26080490569,4063.13248385355,4089.50783159943,4116.62488720833,4171.26425777,1.00103980673563,34000
"k_mu",0.241297475023991,0.17520113990652,0.0366550159698816,0.143012478878273,0.182121880316199,0.27466548952214,0.770402995107651,1.00099297592664,84000
"k_std",5.93381764487645,1357.97832637871,0.0096371864794627,0.0334912715988997,0.0928527053297823,0.29846911622306,3.67226918163979,1.00098490969311,84000
"k_tau",1293.50519210366,3336.90549046135,0.0741533855558288,11.2253838550319,115.987416884832,891.531568101329,10767.1180506347,1.00098490969311,84000
"p.value[1,1]",0.508714285714286,0.499927031221911,0,0,1,1,1,1.0009916756133,84000
"p.value[2,1]",0.831559523809524,0.374259201183622,0,1,1,1,1,1.00100259136662,84000
"p.value[3,1]",0.919392857142857,0.27223246251241,0,1,1,1,1,1.00108580410816,19000
"p.value[4,1]",0.61827380952381,0.485812840168494,0,0,1,1,1,1.00101871389472,53000
"p.value[5,1]",0.807940476190476,0.393921959833649,0,1,1,1,1,1.00099166574537,84000
"p.value[6,1]",0.558571428571429,0.496560492931024,0,0,1,1,1,1.00107219071867,22000
"p.value[7,1]",0.605154761904762,0.488820335743004,0,0,1,1,1,1.00098232418471,84000
"p.value[8,1]",0.684571428571429,0.464689098668426,0,0,1,1,1,1.00112027664446,14000
"p.value[9,1]",0.81322619047619,0.389732166786231,0,1,1,1,1,1.00101333417343,61000
"p.value[10,1]",0.522619047619048,0.499491089830352,0,0,1,1,1,1.00100662582344,77000
"p.value[11,1]",0.565488095238095,0.495695707618641,0,0,1,1,1,1.00098866877717,84000
