"","summary.mean","summary.sd","summary.2.5.","summary.25.","summary.50.","summary.75.","summary.97.5.","summary.Rhat","summary.n.eff"
"Linf_mu",60.1236701444712,1.61997043903434,57.2100701247451,58.9738940102475,60.0444938636572,61.1818812138074,63.5210024079072,1.00104767837283,30000
"Linf_std",5.50042973115153,0.337311640306122,4.8502963107501,5.27253228252708,5.49594209548519,5.7254508130485,6.17078937447467,1.00100219859536,84000
"Linf_tau",0.0334304132216402,0.00415537902039552,0.0262614410729845,0.030505673936824,0.0331066854975164,0.0359717449091164,0.0425072939184543,1.00100219859536,84000
"Shape",26.6424760105987,4.21274016169018,19.6275041333441,23.6383690816353,26.2415296114296,29.1767975861921,36.0350053722559,1.00123395872427,7900
"deviance",3356.96493158343,119.45192368761,3110.59026022254,3278.29973417158,3361.28609166354,3439.8006532137,3578.21500711297,1.00105295788339,28000
"k_mu",0.347735879026805,0.157865002633172,0.0672288147849874,0.269433553902794,0.322083898517203,0.39182220565878,0.787210162646509,1.00101249667982,63000
"k_std",1.14157709821291,85.405618843008,0.00958936748874362,0.034250036493891,0.0974514201894427,0.290460718468698,3.24247532043006,1.00099137189658,84000
"k_tau",1294.40913385944,3430.44229156865,0.0951144808028416,11.8529154220861,105.298856457819,852.467680940508,10874.7698782156,1.00099137189658,84000
"p.value[1,1]",0.35577380952381,0.478749970830728,0,0,0,1,1,1.00098669307948,84000
"p.value[2,1]",0.828011904761905,0.377372343568324,0,1,1,1,1,1.00099455586584,84000
"p.value[3,1]",0.888761904761905,0.314428622066198,0,1,1,1,1,1.00098187000527,84000
"p.value[4,1]",0.531880952380952,0.498985539871753,0,0,1,1,1,1.00100196075959,84000
"p.value[5,1]",0.686059523809524,0.464095267913803,0,0,1,1,1,1.00100349085584,84000
"p.value[6,1]",0.412892857142857,0.492356813255264,0,0,0,1,1,1.00098669835825,84000
"p.value[7,1]",0.426261904761905,0.494535746742289,0,0,0,1,1,1.00098260886758,84000
"p.value[8,1]",0.679797619047619,0.466556971396535,0,0,1,1,1,1.00099042410736,84000
"p.value[9,1]",0.790928571428571,0.406647925026228,0,1,1,1,1,1.00102246615782,48000
"p.value[10,1]",0.42697619047619,0.494641724873586,0,0,0,1,1,1.00102411572483,46000
"p.value[11,1]",0.445095238095238,0.496979282725513,0,0,0,1,1,1.00105551835499,27000
"p.value[12,1]",0.64547619047619,0.478371615256522,0,0,1,1,1,1.00098451927999,84000
"p.value[13,1]",0.716690476190476,0.45060809442611,0,0,1,1,1,1.00098147136051,84000
"p.value[14,1]",0.83625,0.370050763692145,0,1,1,1,1,1.0009925059329,84000
"p.value[15,1]",0.881130952380952,0.323636283576543,0,1,1,1,1,1.00098537601953,84000
"p.value[16,1]",0.855047619047619,0.352054915768148,0,1,1,1,1,1.00099007946397,84000
"p.value[17,1]",0.430595238095238,0.495162496464222,0,0,0,1,1,1.00098385710069,84000
"p.value[18,1]",0.762630952380952,0.425472840421629,0,1,1,1,1,1.00098700482122,84000
"p.value[19,1]",0.733369047619048,0.442200424564463,0,0,1,1,1,1.00108721684526,19000
"p.value[20,1]",0.826642857142857,0.378557987504088,0,1,1,1,1,1.00101400264614,60000
"p.value[21,1]",0.764464285714286,0.424335698666054,0,1,1,1,1,1.00098495749112,84000
"p.value[22,1]",0.479988095238095,0.499602336990206,0,0,0,1,1,1.00100191152637,84000
"p.value[23,1]",0.433202380952381,0.495520939211176,0,0,0,1,1,1.00098123170075,84000
"p.value[24,1]",0.337964285714286,0.473019123241083,0,0,0,1,1,1.00099717967961,84000
"p.value[25,1]",0.498416666666667,0.500000469251398,0,0,0,1,1,1.001009671267,69000
"p.value[26,1]",0.331916666666667,0.470904059171338,0,0,0,1,1,1.00099366802463,84000
"p.value[27,1]",0.249821428571429,0.432912131389353,0,0,0,0,1,1.00098729014397,84000
"p.value[28,1]",0.350904761904762,0.477256033554827,0,0,0,1,1,1.00100236311446,84000
"p.value[29,1]",0.545488095238095,0.497929497804946,0,0,1,1,1,1.00100766118581,74000
"p.value[30,1]",0.327345238095238,0.469247221127954,0,0,0,1,1,1.00098268516749,84000
"p.value[31,1]",0.599464285714286,0.490009912467418,0,0,1,1,1,1.00107699873812,21000
"p.value[32,1]",0.262071428571429,0.439763910737581,0,0,0,1,1,1.00109995024397,17000
"p.value[33,1]",0.424452380952381,0.494262547170618,0,0,0,1,1,1.00099331123944,84000
"p.value[34,1]",0.526833333333333,0.499282424962334,0,0,1,1,1,1.00099238821193,84000
"p.value[35,1]",0.544071428571429,0.498056886597099,0,0,1,1,1,1.00098388029213,84000
"p.value[36,1]",0.525916666666667,0.499330846852652,0,0,1,1,1,1.00098250271579,84000
"p.value[37,1]",0.382952380952381,0.486109728355938,0,0,0,1,1,1.00102116733639,49000
"p.value[38,1]",0.621202380952381,0.485090490727393,0,0,1,1,1,1.00099477209855,84000
"p.value[39,1]",0.556309523809524,0.496822076810834,0,0,1,1,1,1.00098109060209,84000
"p.value[40,1]",0.13597619047619,0.342765320251642,0,0,0,0,1,1.00100045190039,84000
"p.value[41,1]",0.474309523809524,0.499342535542258,0,0,0,1,1,1.00098622699755,84000
"p.value[42,1]",0.0191309523809524,0.136986066579704,0,0,0,0,0,1.0010080401517,73000
"p.value[43,1]",0.0802857142857143,0.271736632466915,0,0,0,0,1,1.00100203376518,84000
"p.value[44,1]",0.461952380952381,0.498553244575664,0,0,0,1,1,1.00098732689868,84000
"p.value[45,1]",0.6635,0.47251498175301,0,0,1,1,1,1.0009825945352,84000
"p.value[46,1]",0.40822619047619,0.491508335476777,0,0,0,1,1,1.00098138254452,84000
"p.value[47,1]",0.881488095238095,0.323215217555102,0,1,1,1,1,1.00098102932033,84000
"p.value[48,1]",0.47575,0.499414563989758,0,0,0,1,1,1.00099525781548,84000
"p.value[49,1]",0.287440476190476,0.452571416664557,0,0,0,1,1,1.00098377881025,84000
"p.value[50,1]",0.135142857142857,0.341878131418949,0,0,0,0,1,1.00101036956071,67000
"p.value[51,1]",0.120285714285714,0.325297280908412,0,0,0,0,1,1.00099591074814,84000
"p.value[52,1]",0.513011904761905,0.499833636868068,0,0,1,1,1,1.00098289075099,84000
"p.value[53,1]",0.287559523809524,0.452627311396683,0,0,0,1,1,1.00099279800328,84000
"p.value[54,1]",0.263869047619048,0.4407317616896,0,0,0,1,1,1.00098830615994,84000
"p.value[55,1]",0.518595238095238,0.49965707162971,0,0,1,1,1,1.0009896055202,84000
"p.value[56,1]",0.208,0.405879244561981,0,0,0,0,1,1.00101312250745,62000
"p.value[57,1]",0.0548452380952381,0.227679281162861,0,0,0,0,1,1.00098431095101,84000
"p.value[58,1]",0.314821428571429,0.464447483228514,0,0,0,1,1,1.00101984681188,51000
"p.value[59,1]",0.456690476190476,0.498123718611246,0,0,0,1,1,1.00099176375696,84000
"p.value[60,1]",0.360428571428571,0.480127650362619,0,0,0,1,1,1.00098645769714,84000
"p.value[61,1]",0.480690476190476,0.49962997716042,0,0,0,1,1,1.0009811740643,84000
"p.value[62,1]",0.343035714285714,0.474726127283544,0,0,0,1,1,1.00098284819122,84000
"p.value[63,1]",0.706595238095238,0.455325022046927,0,0,1,1,1,1.00106342231344,24000
"p.value[64,1]",0.468583333333333,0.499014987281184,0,0,0,1,1,1.00100018416439,84000
"p.value[65,1]",0.491964285714286,0.499938398958406,0,0,0,1,1,1.00099212465192,84000
"p.value[66,1]",0.614845238095238,0.486634760877065,0,0,1,1,1,1.00099373355302,84000
"p.value[67,1]",0.610547619047619,0.487629013350978,0,0,1,1,1,1.00098106169737,84000
"p.value[68,1]",0.548178571428571,0.497676374612707,0,0,1,1,1,1.00099931922535,84000
"p.value[69,1]",0.524,0.499426640627713,0,0,1,1,1,1.00098145661459,84000
