"","summary.mean","summary.sd","summary.2.5.","summary.25.","summary.50.","summary.75.","summary.97.5.","summary.Rhat","summary.n.eff"
"p.value[70,1]",0.512130952380952,0.499855793672848,0,0,1,1,1,1.000990388745,84000
"p.value[71,1]",0.202261904761905,0.401688869057033,0,0,0,0,1,1.00104716292005,30000
"p.value[72,1]",0.36697619047619,0.481982812623475,0,0,0,1,1,1.00100222467913,84000
"p.value[73,1]",0.485107142857143,0.499781128486816,0,0,0,1,1,1.00099439123541,84000
"p.value[74,1]",0.544345238095238,0.498032581939364,0,0,1,1,1,1.00102853604091,42000
"p.value[75,1]",0.75397619047619,0.430695139262486,0,1,1,1,1,1.00099455090963,84000
"p.value[76,1]",0.90352380952381,0.295244937095292,0,1,1,1,1,1.00100312872347,84000
"p.value[77,1]",0.349071428571429,0.476679422007575,0,0,0,1,1,1.0009898913261,84000
"p.value[78,1]",0.193440476190476,0.394997614903841,0,0,0,0,1,1.00099814148982,84000
"p.value[79,1]",0.466702380952381,0.498893006156958,0,0,0,1,1,1.00101302880752,62000
"p.value[80,1]",0.504321428571429,0.49998430101223,0,0,1,1,1,1.00099571821627,84000
"p.value[81,1]",0.461119047619048,0.49848894648816,0,0,0,1,1,1.00100500401277,82000
"p.value[82,1]",0.416797619047619,0.493031700417372,0,0,0,1,1,1.00099450920169,84000
"p.value[83,1]",0.268023809523809,0.442932706672292,0,0,0,1,1,1.00098459428245,84000
"p.value[84,1]",0.420904761904762,0.493707246309808,0,0,0,1,1,1.00099320359529,84000
"p.value[85,1]",0.470142857142857,0.499110725825143,0,0,0,1,1,1.00099121632937,84000
"p.value[86,1]",0.435785714285714,0.495862332352988,0,0,0,1,1,1.00098463959039,84000
"p.value[87,1]",0.576107142857143,0.49417669924359,0,0,1,1,1,1.00101560796084,57000
"p.value[88,1]",0.265845238095238,0.441784869564122,0,0,0,1,1,1.000994366559,84000
"p.value[89,1]",0.53425,0.498828527412688,0,0,1,1,1,1.00099591137686,84000
"p.value[90,1]",0.253428571428571,0.434976761505875,0,0,0,1,1,1.00098120770084,84000
"p.value[91,1]",0.306178571428571,0.460907564294561,0,0,0,1,1,1.00111265557097,15000
"p.value[92,1]",0.443059523809524,0.496750158327925,0,0,0,1,1,1.00107934575405,20000
"p.value[93,1]",0.46997619047619,0.499100727665427,0,0,0,1,1,1.00104092016188,33000
"p.value[94,1]",0.33497619047619,0.471984951361386,0,0,0,1,1,1.00098873282672,84000
"p.value[95,1]",0.433130952380952,0.495511305081948,0,0,0,1,1,1.00098357175157,84000
"p.value[96,1]",0.579547619047619,0.493634558350234,0,0,1,1,1,1.00099032894365,84000
"p.value[97,1]",0.446297619047619,0.497110647816818,0,0,0,1,1,1.00101732614287,55000
"p.value[98,1]",0.661154761904762,0.473319986648329,0,0,1,1,1,1.00098390370822,84000
"p.value[99,1]",0.676464285714286,0.467827918554239,0,0,1,1,1,1.0009812340653,84000
"p.value[100,1]",0.161583333333333,0.368070336388357,0,0,0,0,1,1.0009926927458,84000
"p.value[101,1]",0.495464285714286,0.499982402967254,0,0,0,1,1,1.00098185655969,84000
"p.value[102,1]",0.601511904761905,0.489589814785246,0,0,1,1,1,1.00100488972473,83000
"p.value[103,1]",0.407511904761905,0.491374426105004,0,0,0,1,1,1.00099967249205,84000
"p.value[104,1]",0.741214285714286,0.437970263733046,0,0,1,1,1,1.00098829975709,84000
"p.value[105,1]",0.658309523809524,0.47427921368909,0,0,1,1,1,1.00098525272739,84000
"p.value[106,1]",0.604857142857143,0.488884265366647,0,0,1,1,1,1.00100428551279,84000
"p.value[107,1]",0.408809523809524,0.491616897879252,0,0,0,1,1,1.00100581707021,79000
"p.value[108,1]",0.901952380952381,0.297380793341355,0,1,1,1,1,1.00098464417572,84000
"p.value[109,1]",0.661440476190476,0.473222609979142,0,0,1,1,1,1.00100117679465,84000
"p.value[110,1]",0.773,0.418895081094711,0,1,1,1,1,1.00100273268341,84000
"p.value[111,1]",0.450226190476191,0.497519361048195,0,0,0,1,1,1.00104146225747,33000
"p.value[112,1]",0.185857142857143,0.388993658930154,0,0,0,0,1,1.0010022452649,84000
"p.value[113,1]",0.487,0.49983394664026,0,0,0,1,1,1.00098251143482,84000
"p.value[114,1]",0.30472619047619,0.460294103355495,0,0,0,1,1,1.00098755484482,84000
"p.value[115,1]",0.166535714285714,0.372563045097575,0,0,0,0,1,1.0009967125361,84000
"p.value[116,1]",0.511535714285714,0.499869885007697,0,0,1,1,1,1.00103220664821,39000
"p.value[117,1]",0.51975,0.499612759126757,0,0,1,1,1,1.00100479444112,83000
"p.value[118,1]",0.472059523809524,0.499221690957387,0,0,0,1,1,1.00098946066374,84000
"p.value[119,1]",0.495988095238095,0.499986880482353,0,0,0,1,1,1.00098902164872,84000
"p.value[120,1]",0.536535714285714,0.498666323222432,0,0,1,1,1,1.00099215257812,84000
"p.value[121,1]",0.426595238095238,0.494585334405406,0,0,0,1,1,1.00108422437318,19000
"p.value[122,1]",0.451428571428571,0.497638186302643,0,0,0,1,1,1.00098279619473,84000
"p.value[123,1]",0.796988095238095,0.402243704086583,0,1,1,1,1,1.00105713339889,26000
"p.value[124,1]",0.428095238095238,0.494805638498053,0,0,0,1,1,1.00099374232787,84000
"p.value[125,1]",0.574369047619048,0.494441255498603,0,0,1,1,1,1.00098809336339,84000
"p.value[126,1]",0.375321428571429,0.484208679180509,0,0,0,1,1,1.0010103211114,67000
"p.value[127,1]",0.643988095238095,0.478821634678662,0,0,1,1,1,1.00098594874342,84000
"p.value[128,1]",0.565738095238095,0.495662614702145,0,0,1,1,1,1.00100658552318,77000
"p.value[129,1]",0.570107142857143,0.495063537572277,0,0,1,1,1,1.00103664454141,36000
"p.value[130,1]",0.555142857142857,0.496952920639749,0,0,1,1,1,1.00101941289508,52000
"p.value[131,1]",0.537607142857143,0.498586664678226,0,0,1,1,1,1.00102812714145,42000
"p.value[132,1]",0.58475,0.492768026781561,0,0,1,1,1,1.00105637857384,26000
"p.value[133,1]",0.33402380952381,0.471650879850227,0,0,0,1,1,1.00099196993913,84000
"p.value[134,1]",0.536059523809524,0.498700984046272,0,0,1,1,1,1.00098350682744,84000
"p.value[135,1]",0.213559523809524,0.409821733257772,0,0,0,0,1,1.00100794575236,73000
"p.value[136,1]",0.363333333333333,0.480962551651358,0,0,0,1,1,1.00099776464814,84000
"p.value[137,1]",0.609452380952381,0.487876018995724,0,0,1,1,1,1.0009811935719,84000
"p.value[138,1]",0.356440476190476,0.478950304308621,0,0,0,1,1,1.00098286237523,84000
"p.value[139,1]",0.490571428571429,0.499914069824407,0,0,0,1,1,1.00106062850601,25000
"p.value[140,1]",0.0976904761904762,0.296897451040346,0,0,0,0,1,1.00113209139164,13000
"p.value[141,1]",0.220797619047619,0.414786786990538,0,0,0,0,1,1.00098682312811,84000
"p.value[142,1]",0.391666666666667,0.488125727039177,0,0,0,1,1,1.00098810918764,84000
"p.value[143,1]",0.254988095238095,0.435857118892836,0,0,0,1,1,1.00098124269711,84000
"p.value[144,1]",0.304678571428571,0.460273898444359,0,0,0,1,1,1.00098193315593,84000
"p.value[145,1]",0.447107142857143,0.497197434208351,0,0,0,1,1,1.00098530672012,84000
"p.value[146,1]",0.689642857142857,0.462642556200494,0,0,1,1,1,1.00098475925306,84000
"p.value[147,1]",0.630904761904762,0.482562654515931,0,0,1,1,1,1.00099304551412,84000
"p.value[148,1]",0.675690476190476,0.46811907174511,0,0,1,1,1,1.00101711050694,55000
"p.value[149,1]",0.383869047619048,0.486329535984327,0,0,0,1,1,1.00103138065424,39000
"p.value[150,1]",0.597297619047619,0.490444733738586,0,0,1,1,1,1.00098755379595,84000
"p.value[151,1]",0.446714285714286,0.497155483804186,0,0,0,1,1,1.00102034215538,50000
"p.value[152,1]",0.577309523809524,0.493990022775229,0,0,1,1,1,1.0009899626865,84000
"p.value[153,1]",0.405345238095238,0.490961653912392,0,0,0,1,1,1.00098866922648,84000
"p.value[154,1]",0.440666666666667,0.496470029176899,0,0,0,1,1,1.00101684073429,55000
"p.value[155,1]",0.229035714285714,0.420214776055836,0,0,0,0,1,1.00099641903764,84000
"p.value[156,1]",0.551047619047619,0.49739027512907,0,0,1,1,1,1.00101920479419,52000
"p.value[157,1]",0.397892857142857,0.489466018722952,0,0,0,1,1,1.00099585860094,84000
"p.value[158,1]",0.443952380952381,0.496851691380539,0,0,0,1,1,1.00099642057531,84000
"p.value[159,1]",0.397130952380952,0.489306457437136,0,0,0,1,1,1.00098589022821,84000
"p.value[160,1]",0.492166666666667,0.49994161097502,0,0,0,1,1,1.0009997303083,84000
"p.value[161,1]",0.344690476190476,0.475270071518513,0,0,0,1,1,1.00101498080284,58000
"p.value[162,1]",0.566154761904762,0.495607174687762,0,0,1,1,1,1.00098928155884,84000
"p.value[163,1]",0.545404761904762,0.497937103738234,0,0,1,1,1,1.00110459515845,16000
"p.value[164,1]",0.390464285714286,0.487857315908993,0,0,0,1,1,1.00100860897829,72000
"p.value[165,1]",0.426011904761905,0.49449840527414,0,0,0,1,1,1.00098178418811,84000
"p.value[166,1]",0.585392857142857,0.492657030158957,0,0,1,1,1,1.00099895855125,84000
"p.value[167,1]",0.514488095238095,0.499793025985139,0,0,1,1,1,1.0009869324988,84000
"p.value[168,1]",0.68775,0.463413955419245,0,0,1,1,1,1.00100109538939,84000
"p.value[169,1]",0.630833333333333,0.482582025498528,0,0,1,1,1,1.00100853815511,72000
"p.value[170,1]",0.609761904761905,0.487806475010867,0,0,1,1,1,1.00098987176689,84000
"p.value[171,1]",0.521690476190476,0.499532275100976,0,0,1,1,1,1.00098330622875,84000
"p.value[172,1]",0.545309523809524,0.497945779013995,0,0,1,1,1,1.00098248913289,84000
"p.value[173,1]",0.497309523809524,0.499995737459431,0,0,0,1,1,1.00107244639977,22000
"p.value[174,1]",0.492654761904762,0.499949020462019,0,0,0,1,1,1.00098190212965,84000
"p.value[175,1]",0.575440476190476,0.494278912178231,0,0,1,1,1,1.00098355858032,84000
"p.value[176,1]",0.552428571428571,0.497246607228448,0,0,1,1,1,1.00100269777392,84000
"p.value[177,1]",0.502916666666667,0.499994469149598,0,0,1,1,1,1.00099159545658,84000
"p.value[178,1]",0.603809523809524,0.489107790471731,0,0,1,1,1,1.00100184198046,84000
"p.value[179,1]",0.647738095238095,0.477677895237381,0,0,1,1,1,1.00098109117338,84000
"p.value[180,1]",0.260642857142857,0.438987986550107,0,0,0,1,1,1.00098119714368,84000
"p.value[181,1]",0.670059523809524,0.470193992193537,0,0,1,1,1,1.00098068254696,84000
"p.value[182,1]",0.311988095238095,0.463307758486196,0,0,0,1,1,1.00099917491976,84000
"p.value[183,1]",0.439202380952381,0.496292838694406,0,0,0,1,1,1.00100148097623,84000
"p.value[184,1]",0.345345238095238,0.475483539256059,0,0,0,1,1,1.0009811142887,84000
"p.value[185,1]",0.543285714285714,0.498125788189112,0,0,1,1,1,1.00103569031682,36000
"p.value[186,1]",0.0775952380952381,0.267535173770364,0,0,0,0,1,1.00098145188786,84000
"p.value[187,1]",0.404916666666667,0.490878832623487,0,0,0,1,1,1.00098953386326,84000
"p.value[188,1]",0.513285714285714,0.499826433795261,0,0,1,1,1,1.00100105995915,84000
"p.value[189,1]",0.43472619047619,0.495723970868152,0,0,0,1,1,1.00102245736089,48000
"p.value[190,1]",0.373988095238095,0.483863397092834,0,0,0,1,1,1.00099228079082,84000
"p.value[191,1]",0.301238095238095,0.458798660768201,0,0,0,1,1,1.00102824040057,42000
"p.value[192,1]",0.559690476190476,0.496427216076486,0,0,1,1,1,1.00099408853307,84000
"p.value[193,1]",0.407619047619048,0.491394581028105,0,0,0,1,1,1.00098571164345,84000
"p.value[194,1]",0.408238095238095,0.491510558196,0,0,0,1,1,1.00098235498805,84000
"p.value[195,1]",0.620904761904762,0.485164756293404,0,0,1,1,1,1.00102657265936,44000
"p.value[196,1]",0.633892857142857,0.481742115253882,0,0,1,1,1,1.00101465323174,59000
"p.value[197,1]",0.620619047619048,0.485235868803491,0,0,1,1,1,1.00099675194736,84000
"p.value[198,1]",0.574321428571429,0.494448415633212,0,0,1,1,1,1.00099043513802,84000
"p.value[199,1]",0.526857142857143,0.499281144763527,0,0,1,1,1,1.00098140587971,84000
"p.value[200,1]",0.79575,0.403154898800762,0,1,1,1,1,1.00098441893208,84000
"p.value[201,1]",0.601452380952381,0.489602152867776,0,0,1,1,1,1.00099805645254,84000
"p.value[202,1]",0.520059523809524,0.499600427281737,0,0,1,1,1,1.00105015094166,29000
"p.value[203,1]",0.452702380952381,0.497760871128189,0,0,0,1,1,1.00098141865854,84000
"p.value[204,1]",0.610202380952381,0.48770715278583,0,0,1,1,1,1.00100343124022,84000
"p.value[205,1]",0.271869047619048,0.444925415340661,0,0,0,1,1,1.0009859648721,84000
"p.value[206,1]",0.255333333333333,0.436051012840739,0,0,0,1,1,1.00100945861585,69000
"p.value[207,1]",0.657440476190476,0.474568411917589,0,0,1,1,1,1.00103467587575,37000
"p.value[208,1]",0.579416666666667,0.493655643335669,0,0,1,1,1,1.00098787963242,84000
"p.value[209,1]",0.680107142857143,0.466437570463123,0,0,1,1,1,1.00098732922156,84000
"p.value[210,1]",0.642059523809524,0.479397358846657,0,0,1,1,1,1.00101733263663,55000
"p.value[211,1]",0.615904761904762,0.486383493207015,0,0,1,1,1,1.00098131218951,84000
"p.value[212,1]",0.430619047619048,0.49516583319711,0,0,0,1,1,1.00098774520212,84000
"p.value[213,1]",0.276428571428571,0.447233940455718,0,0,0,1,1,1.00099692193284,84000
"p.value[214,1]",0.593988095238095,0.491089715850715,0,0,1,1,1,1.00099729454142,84000
"p.value[215,1]",0.580857142857143,0.493421747435279,0,0,1,1,1,1.00098463742589,84000
"p.value[216,1]",0.512047619047619,0.499857809155016,0,0,1,1,1,1.00100659450306,77000
"p.value[217,1]",0.766630952380952,0.422977617746086,0,1,1,1,1,1.0009836357618,84000
"p.value[218,1]",0.596845238095238,0.490534264275281,0,0,1,1,1,1.00106675037891,23000
"p.value[219,1]",0.517392857142857,0.499700371367628,0,0,1,1,1,1.00098580537478,84000
"p.value[220,1]",0.729380952380952,0.444282262223931,0,0,1,1,1,1.00098877470413,84000
"p.value[221,1]",0.60725,0.48836490126647,0,0,1,1,1,1.0009894747099,84000
"p.value[222,1]",0.414940476190476,0.492714691785994,0,0,0,1,1,1.00099374869109,84000
"p.value[223,1]",0.628011904761905,0.483338114966027,0,0,1,1,1,1.00099395302681,84000
"p.value[224,1]",0.627833333333333,0.483385374801997,0,0,1,1,1,1.00099557878029,84000
"p.value[225,1]",0.454452380952381,0.497924056385368,0,0,0,1,1,1.0009953363828,84000
"p.value[226,1]",0.474083333333333,0.499330846852652,0,0,0,1,1,1.00101344996587,61000
"p.value[227,1]",0.44272619047619,0.496711835893821,0,0,0,1,1,1.0009832918879,84000
"p.value[228,1]",0.50272619047619,0.499995544003061,0,0,1,1,1,1.00100420359113,84000
"p.value[229,1]",0.303035714285714,0.459573263505469,0,0,0,1,1,1.00099586522305,84000
"p.value[230,1]",0.376142857142857,0.484419448165436,0,0,0,1,1,1.0010057900795,80000
"p.value[231,1]",0.492214285714286,0.49994235483436,0,0,0,1,1,1.00101835784905,53000
"p.value[232,1]",0.481857142857143,0.499673702571933,0,0,0,1,1,1.00100299527342,84000
"p.value[233,1]",0.394988095238095,0.488851045619069,0,0,0,1,1,1.00098102034868,84000
"p.value[234,1]",0.382535714285714,0.486009211379132,0,0,0,1,1,1.0010298643269,41000
"p.value[235,1]",0.557142857142857,0.496726918165609,0,0,1,1,1,1.00100115015959,84000
"p.value[236,1]",0.727833333333333,0.445077892607644,0,0,1,1,1,1.00099318000941,84000
"p.value[237,1]",0.500809523809524,0.500002320883921,0,0,1,1,1,1.00098989274244,84000
"p.value[238,1]",0.86772619047619,0.338790223076664,0,1,1,1,1,1.00098132692598,84000
"p.value[239,1]",0.70572619047619,0.455718341658162,0,0,1,1,1,1.00098178452119,84000
"p.value[240,1]",0.58652380952381,0.492459660771201,0,0,1,1,1,1.00098520532031,84000
"p.value[241,1]",0.456011904761905,0.498064253553503,0,0,0,1,1,1.00101528476418,58000
"p.value[242,1]",0.744714285714286,0.436024290226047,0,0,1,1,1,1.00098582535325,84000
"p.value[243,1]",0.525630952380952,0.499345594438439,0,0,1,1,1,1.00101992739933,51000
"p.value[244,1]",0.515666666666667,0.499757470038689,0,0,1,1,1,1.00098112266474,84000
"p.value[245,1]",0.272261904761905,0.44512663227411,0,0,0,1,1,1.00102605490193,44000
"p.value[246,1]",0.576880952380952,0.494056904638342,0,0,1,1,1,1.00099430518745,84000
"p.value[247,1]",0.534083333333333,0.498839943053064,0,0,1,1,1,1.00102299341201,47000
"p.value[248,1]",0.579940476190476,0.493571089524399,0,0,1,1,1,1.00099895128126,84000
"p.value[249,1]",0.369380952380952,0.482640070354135,0,0,0,1,1,1.00099842405584,84000
"p.value[250,1]",0.450404761904762,0.497537193887894,0,0,0,1,1,1.00098957559548,84000
"p.value[251,1]",0.345392857142857,0.475499025273616,0,0,0,1,1,1.00099611147536,84000
"p.value[252,1]",0.32802380952381,0.469496340814319,0,0,0,1,1,1.00099807132002,84000
"p.value[253,1]",0.705309523809524,0.455906211674627,0,0,1,1,1,1.00099812346957,84000
"p.value[254,1]",0.520178571428571,0.499595633121061,0,0,1,1,1,1.00100176772727,84000
"p.value[255,1]",0.638261904761905,0.480506393650659,0,0,1,1,1,1.00102343084982,47000
"p.value[256,1]",0.639357142857143,0.480189891358047,0,0,1,1,1,1.00099758235564,84000
"p.value[257,1]",0.362261904761905,0.480656808428677,0,0,0,1,1,1.00100090710565,84000
"p.value[258,1]",0.651892857142857,0.476373027691133,0,0,1,1,1,1.00099447933137,84000
"p.value[259,1]",0.419142857142857,0.493421747435279,0,0,0,1,1,1.00098925233996,84000
"p.value[260,1]",0.700369047619048,0.458099053728543,0,0,1,1,1,1.00098126146063,84000
"p.value[261,1]",0.636488095238095,0.48101325793343,0,0,1,1,1,1.00100092120715,84000
"p.value[262,1]",0.667047619047619,0.471272465768158,0,0,1,1,1,1.00100711139609,76000
"p.value[263,1]",0.385095238095238,0.486620709316643,0,0,0,1,1,1.0010348679226,37000
"p.value[264,1]",0.514154761904762,0.499802577580481,0,0,1,1,1,1.0010375545896,35000
"p.value[265,1]",0.748761904761905,0.433727742091872,0,0,1,1,1,1.00101265063539,63000
"p.value[266,1]",0.293047619047619,0.455162804242067,0,0,0,1,1,1.00100301654435,84000
"p.value[267,1]",0.231654761904762,0.421892109614918,0,0,0,0,1,1.00103691134095,36000
"p.value[268,1]",0.267809523809524,0.442820411871693,0,0,0,1,1,1.00099607344102,84000
"p.value[269,1]",0.342571428571429,0.47457236126396,0,0,0,1,1,1.000993375236,84000
"p.value[270,1]",0.4145,0.492638446731562,0,0,0,1,1,1.0010084297317,72000
"p.value[271,1]",0.192630952380952,0.394368000815468,0,0,0,0,1,1.00101673478136,55000
"p.value[272,1]",0.421940476190476,0.493872062814365,0,0,0,1,1,1.00099841595127,84000
"p.value[273,1]",0.373797619047619,0.483813751001323,0,0,0,1,1,1.00101059991861,67000
"p.value[274,1]",0.193607142857143,0.395126910911003,0,0,0,0,1,1.00108122598531,20000
"p.value[275,1]",0.4305,0.495149137858733,0,0,0,1,1,1.00100101035615,84000
"p.value[276,1]",0.345214285714286,0.475440925514346,0,0,0,1,1,1.00098090224896,84000
"p.value[277,1]",0.687547619047619,0.463495898656173,0,0,1,1,1,1.00105638800071,26000
"p.value[278,1]",0.371761904761905,0.483278151150416,0,0,0,1,1,1.00102926827548,41000
"p.value[279,1]",0.966369047619048,0.180278391193221,0,1,1,1,1,1.000999755005,84000
"p.value[280,1]",0.573797619047619,0.494526867635774,0,0,1,1,1,1.00100423366615,84000
"p.value[281,1]",0.554357142857143,0.497039477376706,0,0,1,1,1,1.00098863798838,84000
"p.value[282,1]",0.669773809523809,0.470297232278588,0,0,1,1,1,1.00099028044504,84000
"p.value[283,1]",0.696833333333333,0.459629365770744,0,0,1,1,1,1.00099371933521,84000
