"","mu.L","sig.L","k","mu.A","sig.A","sig.sci","sig.f","a0","sig.oto","sig.lf"
"result.1",65.0806318713983,5.65505495427357,0.253195661453423,1.02130209799189,0.194948081959381,2.13265989804436,0,-0.375185404210423,2.23379061111234,4.22875235030558
"result.2",63.2517013256176,6.22447752723384,0.286864945837958,0.933236812246482,0.189123613739415,2.14428933702134,0,-0.204785444389073,0.827900211633822,4.35224293226995
"result.3",62.9784524205815,6.04956069004465,0.281399882490546,1.00355953349889,0.215754995588652,1.79932207124767,0,-0.250862151956004,1.19989593354863,4.2872902029252
"result.4",66.2088085209381,5.30253365941771,0.247331994394226,1.00360859808298,0.172845275680811,2.07640223710245,0,-0.357274568201114,2.57572403692797,4.1180779661224
"result.5",66.2250598067274,5.68404133108922,0.235844116322222,1.10675813176212,0.19770912781954,2.38801856339893,0,-0.395356544364404,1.55932765178873,3.81685826394321
"result.6",65.3299546899519,5.67864305973896,0.254360803513329,1.01103492911565,0.171974245091217,2.39085317611903,0,-0.339076647937214,1.45428355328086,4.14368035108258
"result.7",64.0989143063491,6.1206538250341,0.264484375730405,0.982433153966116,0.183504643469677,2.05008707447896,0,-0.322636447605767,1.36618976688376,4.21515174503758
"result.8",63.3355456546041,5.88769582453545,0.280644510571398,0.953478306717708,0.152782614598956,2.36072733909196,0,-0.272331667845542,0.794867555721806,4.52635377253889
"result.9",63.3355456546041,5.88769582453545,0.280644510571398,0.953478306717708,0.152782614598956,2.36072733909196,0,-0.272331667845542,0.794867555721806,4.52635377253889
"result.10",63.3355456546041,5.88769582453545,0.280644510571398,0.953478306717708,0.152782614598956,2.36072733909196,0,-0.272331667845542,0.794867555721806,4.52635377253889
"result.11",63.3074884776937,5.89326793499002,0.281157145339959,0.952398063199924,0.152861452823547,2.35965601979542,0,-0.269886780274906,0.77884233124434,4.72171959393438
"result.12",63.3074884776937,5.89326793499002,0.281157145339959,0.952398063199924,0.152861452823547,2.35965601979542,0,-0.269886780274906,0.77884233124434,4.72171959393438
