"","summary.mean","summary.sd","summary.2.5.","summary.25.","summary.50.","summary.75.","summary.97.5.","summary.Rhat","summary.n.eff"
"Linf_mu",59.784980969568,1.55003582373094,56.8908243694075,58.6869079686559,59.7597442394846,60.7945740180621,62.991864651478,1.01369268077322,350
"Linf_std",5.47055956832586,0.343251272191834,4.80942884786522,5.23714647218378,5.4675386189633,5.69961432432014,6.1515869878373,1.00121703593298,7400
"Linf_tau",0.0338149457462101,0.00430758242802077,0.026425648915067,0.0307828666831576,0.033451552737695,0.0364594874664322,0.0432327629808513,1.00121703593298,7400
"Shape",26.6993621461332,4.3504356781674,19.5026769802423,23.5882627066016,26.2356463162694,29.3319325178523,36.4885915851265,1.00316432178129,910
"deviance",3347.15830360114,120.665818150761,3101.92658630194,3267.93396758211,3350.82166570261,3431.68324872596,3571.18533958698,1.00409120747134,640
"k_mu",0.321172154959204,0.0275139269808454,0.270963822385288,0.301979739462548,0.319391586248722,0.339765822323341,0.378728986789428,1.01530274098928,310
"k_std",0.0117792138071984,0.00414957989079234,0.00569295653864412,0.00868330868848411,0.0111208202485251,0.0141546724786131,0.0215470737542918,1.00103012254642,24000
"k_tau",10297.9208149676,7665.54351271697,2153.88942276066,4991.1468789351,8085.86261069845,13262.6258928149,30854.9085360005,1.00103012254642,24000
"rate",10.4982710601455,1.57081868031345,7.87026083500827,9.38699851951188,10.3433357626724,11.4459069149919,13.9927847076087,1.00163946015165,2900
"tau",0.267877523757433,0.0430942552954091,0.196954688411739,0.236989875544632,0.263402578720408,0.293789659171883,0.363810537896034,1.00375756515393,710
"variance",3.82724984298244,0.599788621060412,2.74868343776718,3.4037957728626,3.79647004542603,4.21958954027836,5.07730995420366,1.00375756515393,710
