"","summary.mean","summary.sd","summary.2.5.","summary.25.","summary.50.","summary.75.","summary.97.5.","summary.Rhat","summary.n.eff"
"Linf_mu",76.7839856280004,32.3648029609187,13.6704802770873,71.7549477594785,74.4291427988227,77.6322747630765,162.729243584944,1.00107431234985,16000
"Linf_std",94.7043885599465,2277.69040084419,0.0126621073095304,0.127160882789924,1.32731340074328,16.0575477122668,391.969000326977,1.0010358513466,23000
"Linf_tau",558.391844401083,2234.05298257502,6.50873451400685e-06,0.00387830140674684,0.567613925676164,61.8433392607457,6237.17630633647,1.0010358513466,23000
"Shape",60.6744613941764,12.9870837029638,40.2894565721142,51.1455059861588,58.7510469031685,68.1791322870508,92.0069588955651,1.00233861589927,1400
"deviance",3936.24950916615,47.1132981479453,3845.57558981535,3904.1931984399,3935.93375880679,3967.31096473507,4030.90646129985,1.00101963977464,28000
"k_mu",0.170905285320384,0.0147362768333065,0.142913600344409,0.161003780621654,0.170549206133128,0.180387076574473,0.200960562150029,1.00176012865635,2500
"k_std",0.0203805658579428,0.00303020817812915,0.0147730091076924,0.0183136533463204,0.020244212299575,0.0223236072131031,0.0266875133712897,1.00156432059052,3200
"k_tau",2578.41838913889,828.61159953521,1404.05389966404,2006.64827051159,2440.04723644051,2981.60440523698,4582.0736848965,1.00156432059052,3200
"rate",17.4560755662509,3.7290838608291,11.6424357734358,14.7339834809825,16.9388296578371,19.6122829126297,26.3535977210402,1.00245116342366,1300
"tau",0.127354929757603,0.00979910143068844,0.108998118994437,0.120611618075744,0.126978785504548,0.133854477977184,0.147441710002997,1.00101743719202,29000
"variance",7.89867259040304,0.609292693161141,6.78234130613157,7.47079974545533,7.87533126912906,8.2910752376442,9.17447024981263,1.00101743719202,29000
