"","mu.L","sig.L","k","mu.A","sig.A","sig.sci","sig.f","a0","sig.oto","sig.lf"
"result.1",56.3197641916537,5.91186071662319,0.396186619396854,0.789156867708379,0.227936262095406,1.80215585626241,0,-0.0152744647421688,0.815401532311736,1.00008891456307
"result.2",61.3855716427019,5.01238525831091,0.303040727577836,0.937417619617158,0.197857198009463,2.10316024806682,0,0,0.783065428912069,1
"result.3",59.8950542991708,5.25943740241571,0.31312312684452,0.916804240767164,0.183350525394552,2.08868212174362,0,0,0.818408255869876,1
"result.4",59.8425530374898,5.29188958744543,0.309290995968296,0.9432164162502,0.174283983973927,2.19536158863892,0,0,0.812858274141984,1
"result.5",59.2954476287148,4.76723388600123,0.319673784335355,0.90446645506405,0.199756560751323,1.80698853761807,0,0,0.766079770384923,1
"result.6",58.3309856790296,5.73239306918479,0.360769337326929,0.825862819233619,0.211862285609529,1.8478469575635,0,0,0.814808625096539,1
"result.7",64.5843626589335,5.07945486460465,0.254992761879937,1.01909881917183,0.160797233320288,2.12072434403641,0,-0.0411493835274762,0.751936132799931,0.999376759514167
"result.8",60.8772548891943,5.85258866960275,0.296896749571287,0.965940770637253,0.206891113458833,2.04679502366747,0,0,0.802888113433627,1
"result.9",59.1446607396609,5.39198862010444,0.324643811311184,0.919688485435309,0.195594268050952,1.78131665913081,0,0,0.808179075169274,1
"result.10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"result.11",63.7977401720103,5.08322571955244,0.247360877247835,1.09021337595123,0.167371156034679,2.64945300154414,0,0,0.801187999940107,1
"result.12",63.4597959932997,4.87806292785058,0.273037546321872,0.98380726942663,0.183308766991787,2.27246940298183,0,0,0.645901922184364,1
"result.13",58.2070381973957,4.90971357112237,0.341315251030593,0.883332643844566,0.19192038070517,2.01120223007709,0,0,0.799493908983422,1
"result.14",61.0589488319876,5.55016403395435,0.292869803014504,0.971622421828162,0.1750915540988,2.00630569353061,0,0,0.914294020749049,1
"result.15",63.3747611838145,5.37310179751621,0.261540701291346,1.03236714740507,0.170885811280125,2.40262730762096,0,0,0.783399603594918,1
"result.16",63.6079664091496,5.59032504273572,0.262725383889034,1.0175770729731,0.168030512289935,2.1375948413746,0,0,0.605936191418573,1
"result.17",60.1904143552298,5.32361516796884,0.308461302229186,0.934542923757551,0.203728028248423,2.41142731981784,0,0,0.826155160475389,1
"result.18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"result.19",59.1755772566278,5.18824517092518,0.336245467607557,0.86903488199035,0.219250465890084,1.95625386713791,0,0,0.793904439260656,1
"result.20",58.659314079381,5.63964828228201,0.332337743614797,0.92227451458027,0.213929043217951,1.84354916326082,0,0,0.810918373622309,1
"result.21",58.8147311352092,5.51790454760571,0.323350830550268,0.90781048625928,0.187148657337317,1.8231246530874,0,0,0.811154302542322,1
"result.22",61.4789675448823,5.22647028749479,0.290553257308949,0.97038678560596,0.176375081295469,1.97352223596811,0,0,0.931937737140847,1
"result.23",60.3968941285233,4.70240051279767,0.302845453250065,0.915419065300965,0.158049741879574,2.19812043685489,0,0,0.794757966505659,1
"result.24",58.8659416939161,4.8539844173555,0.319537606306127,0.939322481379775,0.190682715372808,2.12468172314392,0,0,0.827153983558149,1
"result.25",60.5296221255357,4.81354291544704,0.301027118409141,0.948214022409619,0.181683230774937,2.32738027445373,0,0,0.801400222720926,1
"result.26",63.8504472553477,5.22062811481832,0.261016842336567,1.00592866912423,0.153263999471902,2.54093908543176,0,-0.206440516828861,0.815505399505983,0.993934225944021
"result.27",61.4433396276048,5.04289778877187,0.290015105575537,0.974219539444842,0.184854794123375,1.94426133807373,0,0,0.759752959132299,1
"result.28",57.55712023706,5.45956161030434,0.354651862019628,0.877838309077189,0.238498338949022,1.39476814080451,0,0,1.04241423124362,1
"result.29",62.9549940362237,4.83176070810438,0.268475651295917,0.990863796898113,0.167491278267057,2.42056071599971,0,0,0.844118251477581,1
