"","mu.L","sig.L","k","mu.A","sig.A","sig.sci","sig.f","a0","sig.oto","sig.lf"
"Median",68.794052418654,4.11936761973746,0.164624188359221,1.38193169555541,0.158814919108185,2.9625580656455,0,-0.667348757459852,1.44046423631085,2.37342692837664
"2.5%",65.2795990617188,2.22956900817545,0.141112601726587,1.20744381788723,0.121624231500877,2.38864902294459,0,-0.864561680280723,0.952570369012002,1.71510566621964
"97.5%",71.7457855780326,5.09338209547497,0.206916833718525,1.5,0.191611692809353,3.51785101130221,0,-0.445419272125992,1.83815217735645,3.18074437308469
