"","mu.L","sig.L","k","mu.A","sig.A","sig.sci","sig.f","a0","sig.oto","sig.lf"
"result.1",68.0035397994884,4.85696131412267,0.201325011030733,1.18849175244154,0.186436867833229,2.60715919971658,0,-0.417973477681869,0.991399227355695,3.05764546287038
"result.2",67.8026075756528,5.11066704941719,0.215549239799722,1.1152835180178,0.156112898306506,2.04515049436523,0,-0.368807091161378,0.896171601915517,3.34663063604673
"result.3",68.5577993863549,5.01027445785088,0.209044302926798,1.1154472728512,0.153107119452119,2.2127496828197,0,-0.433421804340226,0.988140407359866,3.34186094985426
"result.4",69.8673011574026,4.33746462956424,0.1946264188929,1.18159178884047,0.169739221241334,2.67995596717835,0,-0.453098041513646,0.813551120147434,3.0734858380396
"result.5",70.157579245385,4.38579903380844,0.184590847743328,1.22324955987885,0.128559083900731,2.4853114173728,0,-0.494258932270898,1.56012838662467,2.86926799537111
"result.6",70.4533625644106,4.70957842886162,0.190226647951079,1.1788935415342,0.129363788145638,2.67848668093237,0,-0.465362862748651,1.41979068035138,3.01984735813289
"result.7",66.6089984463295,5.34781733023942,0.23191456376635,1.07293553284766,0.196491461661461,2.24421328912238,0,-0.301372049120662,0.753688535191419,3.57642147952545
"result.8",69.6079274946161,4.86407325604898,0.186677035629165,1.20581078581884,0.168531812628612,2.59953011556636,0,-0.496025099348638,1.21398794343326,3.03079327945025
"result.9",69.6079274946161,4.86407325604898,0.186677035629165,1.20581078581884,0.168531812628612,2.59953011556636,0,-0.496025099348638,1.21398794343326,3.03079327945025
"result.10",69.6079274946161,4.86407325604898,0.186677035629165,1.20581078581884,0.168531812628612,2.59953011556636,0,-0.496025099348638,1.21398794343326,3.03079327945025
"result.11",69.6079274946161,4.86407325604898,0.186677035629165,1.20581078581884,0.168531812628612,2.59953011556636,0,-0.496025099348638,1.21398794343326,3.03079327945025
"result.12",69.5944189192751,4.86503448418854,0.186852782617677,1.20512652110944,0.168572540565406,2.5988411196847,0,-0.494588449947661,1.21327137438887,3.00336268829302
"result.13",69.5944189192751,4.86503448418854,0.186852782617677,1.20512652110944,0.168572540565406,2.5988411196847,0,-0.494588449947661,1.21327137438887,3.00336268829302
"result.14",69.6079274946161,4.86407325604898,0.186677035629165,1.20581078581884,0.168531812628612,2.59953011556636,0,-0.496025099348638,1.21398794343326,3.03079327945025
"result.15",69.385633985239,4.53030601738486,0.203360537878377,1.14231792413679,0.146608945926407,2.66723651684884,0,-0.388419217064714,0.884261567117627,3.50908839166792
"result.16",69.385633985239,4.53030601738486,0.203360537878377,1.14231792413679,0.146608945926407,2.66723651684884,0,-0.388419217064714,0.884261567117627,3.50908839166792
"result.17",69.385633985239,4.53030601738486,0.203360537878377,1.14231792413679,0.146608945926407,2.66723651684884,0,-0.388419217064714,0.884261567117627,3.50908839166792
"result.18",69.385633985239,4.53030601738486,0.203360537878377,1.14231792413679,0.146608945926407,2.66723651684884,0,-0.388419217064714,0.884261567117627,3.50908839166792
"result.19",67.7546164763334,5.41255501652474,0.208297598520698,1.16284081883024,0.190054097580082,2.38967946610847,0,-0.422471530154226,1.14616355055581,3.11575010314192
"result.20",67.7546164763334,5.41255501652474,0.208297598520698,1.16284081883024,0.190054097580082,2.38967946610847,0,-0.422471530154226,1.14616355055581,3.11575010314192
"result.21",69.385633985239,4.53030601738486,0.203360537878377,1.14231792413679,0.146608945926407,2.66723651684884,0,-0.388419217064714,0.884261567117627,3.50908839166792
"result.22",68.3873551403987,4.3384449101712,0.214654511792406,1.12008626133077,0.165467801217788,2.34183528614077,0,-0.3441847902239,1.02027038548602,3.28111065819866
"result.23",68.3873551403987,4.3384449101712,0.214654511792406,1.12008626133077,0.165467801217788,2.34183528614077,0,-0.3441847902239,1.02027038548602,3.28111065819866
"result.24",68.3873551403987,4.3384449101712,0.214654511792406,1.12008626133077,0.165467801217788,2.34183528614077,0,-0.3441847902239,1.02027038548602,3.28111065819866
"result.25",68.3873551403987,4.3384449101712,0.214654511792406,1.12008626133077,0.165467801217788,2.34183528614077,0,-0.3441847902239,1.02027038548602,3.28111065819866
"result.26",68.3330993778176,5.28053086675611,0.209648391379763,1.14205147262583,0.173094538378269,2.29440950805025,0,-0.40280502184553,0.710513281788452,3.21490162476822
"result.27",68.2699904338139,5.27754803620911,0.210649158013684,1.13864144904213,0.173437567687227,2.29107437830193,0,-0.400595105359548,0.705197663358969,3.47356682529899
"result.28",68.3873551403987,4.3384449101712,0.214654511792406,1.12008626133077,0.165467801217788,2.34183528614077,0,-0.3441847902239,1.02027038548602,3.28111065819866
"result.29",68.8205033333597,4.9389331418654,0.204450057358068,1.15016679987804,0.189638596206063,2.52730226245312,0,-0.443385461407789,0.833632590941691,3.15578881572093
"result.30",68.8205033333597,4.9389331418654,0.204450057358068,1.15016679987804,0.189638596206063,2.52730226245312,0,-0.443385461407789,0.833632590941691,3.15578881572093
"result.31",68.8205033333597,4.9389331418654,0.204450057358068,1.15016679987804,0.189638596206063,2.52730226245312,0,-0.443385461407789,0.833632590941691,3.15578881572093
"result.32",68.8205033333597,4.9389331418654,0.204450057358068,1.15016679987804,0.189638596206063,2.52730226245312,0,-0.443385461407789,0.833632590941691,3.15578881572093
"result.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"result.34",67.6426326268505,5.67279210986444,0.217212305449684,1.11942663766045,0.147725664902956,2.17573501180986,0,-0.346721923376164,0.768884215899465,3.23170589272347
"result.35",68.8205033333597,4.9389331418654,0.204450057358068,1.15016679987804,0.189638596206063,2.52730226245312,0,-0.443385461407789,0.833632590941691,3.15578881572093
"result.36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"result.37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"result.38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"result.39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"result.40",67.6852206084784,4.84452809144174,0.212569312675316,1.17101907463434,0.1784726510637,2.55917440520134,0,-0.403904941758498,1.07383678867796,3.14203391938422
"result.41",67.3625242704936,5.33088310859733,0.211872660903856,1.1643605559441,0.158559574343985,2.65265009356736,0,-0.385609372378213,1.03227343267981,3.05134392209828
"result.42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"result.43",68.3549309544929,5.28755499922967,0.201932686178702,1.17388932633022,0.176894960026649,2.30685366257732,0,-0.424525223165764,0.932102763647673,3.36432551230272
"result.44",68.3549309544929,5.28755499922967,0.201932686178702,1.17388932633022,0.176894960026649,2.30685366257732,0,-0.424525223165764,0.932102763647673,3.36432551230272
"result.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"result.46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"result.47",68.3683822543757,5.79310637928222,0.204632853779914,1.15150951901211,0.161232284876025,2.00150173912741,0,-0.432089331173561,0.86184402961548,3.0931870222307
"result.48",67.5715039809943,5.35451438949403,0.215336420915398,1.1144626007066,0.162859080758737,2.48561773680138,0,-0.400062400853025,0.949008111940181,3.33074296978315
"result.49",68.3549309544929,5.28755499922967,0.201932686178702,1.17388932633022,0.176894960026649,2.30685366257732,0,-0.424525223165764,0.932102763647673,3.36432551230272
"result.50",69.8862839803892,4.97101829808271,0.187182057254039,1.22299057842842,0.134341828579967,2.5397645247881,0,-0.472650802957152,1.24970869002399,2.89640205319105
"result.51",69.8862839803892,4.97101829808271,0.187182057254039,1.22299057842842,0.134341828579967,2.5397645247881,0,-0.472650802957152,1.24970869002399,2.89640205319105
"result.52",68.0774279236383,5.06917349789359,0.209006547262529,1.14209550175722,0.174881080686614,2.19984138192701,0,-0.442023856529272,0.712313234591348,3.40312008342027
"result.53",68.0774279236383,5.06917349789359,0.209006547262529,1.14209550175722,0.174881080686614,2.19984138192701,0,-0.442023856529272,0.712313234591348,3.40312008342027
"result.54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"result.55",69.4166684886987,4.68427694036581,0.197069844796037,1.16431627805995,0.180883247457693,2.25429971216916,0,-0.45510500178291,1.33111104404909,3.29105724242023
"result.56",69.8862839803892,4.97101829808271,0.187182057254039,1.22299057842842,0.134341828579967,2.5397645247881,0,-0.472650802957152,1.24970869002399,2.89640205319105
"result.57",69.2019980650887,4.68795893965993,0.195802487375786,1.19689374146109,0.171328371504898,2.51356547451053,0,-0.440816624822299,0.976260930780612,3.13221979091372
"result.58",69.2019980650887,4.68795893965993,0.195802487375786,1.19689374146109,0.171328371504898,2.51356547451053,0,-0.440816624822299,0.976260930780612,3.13221979091372
