Tag Date,Location,Station,Depth (fa.),Fish Spp.,Tagged before?,Tag #,F. L. (in.),Remarks,Recapture date,Location,Station,Depth (fa.),F. L. (in.),Weight (lb.),# Days Free,Growth (in.),Distance (miles) moved,Retagged?,Recapture Date,Location,Station,Depth (fa.),F. L. (in.),Weight (lb.),# Days Free,Growth (in.),Distance (mi.),Retagged?,Recapture Date,Location,Station,Depth (fa.),F. L. (in.),Weight (lb.),# Days Free,Growth (in.),Distance (mi.),Retagged?,Recapture Date,Location,Station,Depth (fa.),F. L. (in.),Weight (lb.),# Days Free,Growth (in.),Distance (mi.), Retagged?
1992-06-30,401,30,63,1,0,P813L,8.50,,,,,,,,-32323,-8.5,,,,,,,,,-32323,-8.5,,,,,,,,,-32323,-8.5,,,,,,,,,-32323,-8.5,,
1992-11-12,401,30,63,1,0,P814,11.20,,,,,,,,-32458,-11.2,,,,,,,,,-32458,-11.2,,,,,,,,,-32458,-11.2,,,,,,,,,-32458,-11.2,,
1992-11-12,401,30,63,1,1,P815,10.00,,,,,,,,-32458,-10,,,,,,,,,-32458,-10,,,,,,,,,-32458,-10,,,,,,,,,-32458,-10,,
1992-11-12,401,30,63,1,1,P816,10.20,,,,,,,,-32458,-10.2,,,,,,,,,-32458,-10.2,,,,,,,,,-32458,-10.2,,,,,,,,,-32458,-10.2,,
1992-11-12,401,30,63,1,0,P817,8.80,,,,,,,,-32458,-8.8,,,,,,,,,-32458,-8.8,,,,,,,,,-32458,-8.8,,,,,,,,,-32458,-8.8,,
1992-11-18,401,30,63,1,0,P818,12.00,Gushiken (?),1994-09-14,409,hi kai,none,(19.75 TL),,665,#VALUE!,15+nm,N,,,,,,,-32464,-12,,,,,,,,,-32464,-12,,,,,,,,,-32464,-12,,
1992-11-12,401,30,63,1,0,P819,11.20,,,,,,,,-32458,-11.2,,,,,,,,,-32458,-11.2,,,,,,,,,-32458,-11.2,,,,,,,,,-32458,-11.2,,
1992-07-22,401,30,63,1,0,P820S,9.60,,,,,,,,-32345,-9.6,,,,,,,,,-32345,-9.6,,,,,,,,,-32345,-9.6,,,,,,,,,-32345,-9.6,,
1992-07-22,401,30,63,1,1S,P821,11.20,,,,,,,,-32345,-11.2,,,,,,,,,-32345,-11.2,,,,,,,,,-32345,-11.2,,,,,,,,,-32345,-11.2,,
1992-07-22,401,30,63,1,1L,P822,9.50,,,,,,,,-32345,-9.5,,,,,,,,,-32345,-9.5,,,,,,,,,-32345,-9.5,,,,,,,,,-32345,-9.5,,
1992-07-22,401,30,63,1,0,P823S,7.00,,,,,,,,-32345,-7,,,,,,,,,-32345,-7,,,,,,,,,-32345,-7,,,,,,,,,-32345,-7,,
1992-07-22,401,30,63,1,0,P824S,9.50,,,,,,,,-32345,-9.5,,,,,,,,,-32345,-9.5,,,,,,,,,-32345,-9.5,,,,,,,,,-32345,-9.5,,
1992-07-22,401,30,63,1,0,P825S,9.20,,,,,,,,-32345,-9.2,,,,,,,,,-32345,-9.2,,,,,,,,,-32345,-9.2,,,,,,,,,-32345,-9.2,,
1992-07-22,401,30,63,1,1S,P826L,14.80,,,,,,,,-32345,-14.8,,,,,,,,,-32345,-14.8,,,,,,,,,-32345,-14.8,,,,,,,,,-32345,-14.8,,
1992-08-24,401,30,63,1,0,P828S,13.30,,,,,,,,-32378,-13.3,,,,,,,,,-32378,-13.3,,,,,,,,,-32378,-13.3,,,,,,,,,-32378,-13.3,,
1992-08-24,401,30,63,1,0,P829L,9.20,,,,,,,,-32378,-9.2,,,,,,,,,-32378,-9.2,,,,,,,,,-32378,-9.2,,,,,,,,,-32378,-9.2,,
1992-08-24,401,30,63,1,0,P830L,9.80,,,,,,,,-32378,-9.8,,,,,,,,,-32378,-9.8,,,,,,,,,-32378,-9.8,,,,,,,,,-32378,-9.8,,
1992-08-24,401,30,63,1,0,P831S,9.80,,,,,,,,-32378,-9.8,,,,,,,,,-32378,-9.8,,,,,,,,,-32378,-9.8,,,,,,,,,-32378,-9.8,,
1992-08-24,401,30,63,1,1S,P832S,9.20,,,,,,,,-32378,-9.2,,,,,,,,,-32378,-9.2,,,,,,,,,-32378,-9.2,,,,,,,,,-32378,-9.2,,
1992-08-24,401,30,63,1,1S,P833S,9.00,,,,,,,,-32378,-9,,,,,,,,,-32378,-9,,,,,,,,,-32378,-9,,,,,,,,,-32378,-9,,
1992-08-24,401,30,63,1,0,P834S,9.00,,,,,,,,-32378,-9,,,,,,,,,-32378,-9,,,,,,,,,-32378,-9,,,,,,,,,-32378,-9,,
1992-08-24,401,30,63,1,0,P835L,13.00,,,,,,,,-32378,-13,,,,,,,,,-32378,-13,,,,,,,,,-32378,-13,,,,,,,,,-32378,-13,,
1992-08-24,401,30,63,1,0,P836L,11.10,,,,,,,,-32378,-11.1,,,,,,,,,-32378,-11.1,,,,,,,,,-32378,-11.1,,,,,,,,,-32378,-11.1,,
1992-08-24,401,30,63,1,0,P837L,9.50,,,,,,,,-32378,-9.5,,,,,,,,,-32378,-9.5,,,,,,,,,-32378,-9.5,,,,,,,,,-32378,-9.5,,
1992-08-24,401,30,63,1,0,P838S,8.60,,,,,,,,-32378,-8.6,,,,,,,,,-32378,-8.6,,,,,,,,,-32378,-8.6,,,,,,,,,-32378,-8.6,,
1992-08-24,401,30,63,1,1L,P839S,9.50,,,,,,,,-32378,-9.5,,,,,,,,,-32378,-9.5,,,,,,,,,-32378,-9.5,,,,,,,,,-32378,-9.5,,
1992-08-24,401,30,63,1,0,P841L,14.00,,,,,,,,-32378,-14,,,,,,,,,-32378,-14,,,,,,,,,-32378,-14,,,,,,,,,-32378,-14,,
1992-09-30,401,30,63,1,0,P842,9.20,,,,,,,,-32415,-9.2,,,,,,,,,-32415,-9.2,,,,,,,,,-32415,-9.2,,,,,,,,,-32415,-9.2,,
1992-09-30,401,30,63,1,0,P843,8.50,,,,,,,,-32415,-8.5,,,,,,,,,-32415,-8.5,,,,,,,,,-32415,-8.5,,,,,,,,,-32415,-8.5,,
1992-09-30,401,30,63,1,0,P844,9.60,,,,,,,,-32415,-9.6,,,,,,,,,-32415,-9.6,,,,,,,,,-32415,-9.6,,,,,,,,,-32415,-9.6,,
1992-09-30,401,30,63,1,0,P845,9.60,,1992-10-15,401,30,63,10,0.6,15,0.4,0,N,,,,,,,-32415,-9.6,,,,,,,,,-32415,-9.6,,,,,,,,,-32415,-9.6,,
1992-09-30,401,30,63,1,0,P846,11.50,,,,,,,,-32415,-11.5,,,,,,,,,-32415,-11.5,,,,,,,,,-32415,-11.5,,,,,,,,,-32415,-11.5,,
1992-09-30,401,30,63,1,0,P847,9.60,,,,,,,,-32415,-9.6,,,,,,,,,-32415,-9.6,,,,,,,,,-32415,-9.6,,,,,,,,,-32415,-9.6,,
1992-09-30,401,30,63,1,0,P848,10.20,,,,,,,,-32415,-10.2,,,,,,,,,-32415,-10.2,,,,,,,,,-32415,-10.2,,,,,,,,,-32415,-10.2,,
1992-09-30,401,30,63,1,0,P849,9.50,,,,,,,,-32415,-9.5,,,,,,,,,-32415,-9.5,,,,,,,,,-32415,-9.5,,,,,,,,,-32415,-9.5,,
1992-09-30,401,30,63,1,0,P850,10.50,,,,,,,,-32415,-10.5,,,,,,,,,-32415,-10.5,,,,,,,,,-32415,-10.5,,,,,,,,,-32415,-10.5,,
1992-09-30,401,30,63,1,0,P851,8.80,,,,,,,,-32415,-8.8,,,,,,,,,-32415,-8.8,,,,,,,,,-32415,-8.8,,,,,,,,,-32415,-8.8,,
1992-09-30,401,30,63,1,0,P852,9.80,,,,,,,,-32415,-9.8,,,,,,,,,-32415,-9.8,,,,,,,,,-32415,-9.8,,,,,,,,,-32415,-9.8,,
1992-09-30,401,30,63,1,0,P853,9.20,,,,,,,,-32415,-9.2,,,,,,,,,-32415,-9.2,,,,,,,,,-32415,-9.2,,,,,,,,,-32415,-9.2,,
1992-09-30,401,30,63,1,0,P854,11.00,,,,,,,,-32415,-11,,,,,,,,,-32415,-11,,,,,,,,,-32415,-11,,,,,,,,,-32415,-11,,
1992-09-30,401,30,63,1,0,P855,11.20,,,,,,,,-32415,-11.2,,,,,,,,,-32415,-11.2,,,,,,,,,-32415,-11.2,,,,,,,,,-32415,-11.2,,
1992-09-30,401,30,63,1,0,P856,10.00,,,,,,,,-32415,-10,,,,,,,,,-32415,-10,,,,,,,,,-32415,-10,,,,,,,,,-32415,-10,,
1992-09-30,401,30,63,1,0,P857,9.50,,,,,,,,-32415,-9.5,,,,,,,,,-32415,-9.5,,,,,,,,,-32415,-9.5,,,,,,,,,-32415,-9.5,,
1992-09-30,401,30,63,1,0,P858,9.50,,,,,,,,-32415,-9.5,,,,,,,,,-32415,-9.5,,,,,,,,,-32415,-9.5,,,,,,,,,-32415,-9.5,,
1992-09-30,401,30,63,1,0,P859,9.00,,,,,,,,-32415,-9,,,,,,,,,-32415,-9,,,,,,,,,-32415,-9,,,,,,,,,-32415,-9,,
1992-09-30,401,30,63,1,0,P860,9.00,,,,,,,,-32415,-9,,,,,,,,,-32415,-9,,,,,,,,,-32415,-9,,,,,,,,,-32415,-9,,
1992-09-30,401,30,63,1,1L,P861,13.20,,,,,,,,-32415,-13.2,,,,,,,,,-32415,-13.2,,,,,,,,,-32415,-13.2,,,,,,,,,-32415,-13.2,,
1992-10-05,401,30,63,1,0,P862,11.00,,,,,,,,-32420,-11,,,,,,,,,-32420,-11,,,,,,,,,-32420,-11,,,,,,,,,-32420,-11,,
1992-10-05,401,30,63,1,0,P863,9.50,,,,,,,,-32420,-9.5,,,,,,,,,-32420,-9.5,,,,,,,,,-32420,-9.5,,,,,,,,,-32420,-9.5,,
1992-10-05,401,30,63,1,0,P864,9.50,,,,,,,,-32420,-9.5,,,,,,,,,-32420,-9.5,,,,,,,,,-32420,-9.5,,,,,,,,,-32420,-9.5,,
1992-10-05,401,30,63,1,0,P865,9.50,,,,,,,,-32420,-9.5,,,,,,,,,-32420,-9.5,,,,,,,,,-32420,-9.5,,,,,,,,,-32420,-9.5,,
1992-10-05,401,30,63,1,0,P866,10.60,Saito (c),1997-04-02,331,2nd fing,none,17,none,1640,6.4,est. 45 nm,N,,,,,,,-32420,-10.6,,,,,,,,,-32420,-10.6,,,,,,,,,-32420,-10.6,,
1992-10-05,401,30,63,1,0,P867,12.20,,,,,,,,-32420,-12.2,,,,,,,,,-32420,-12.2,,,,,,,,,-32420,-12.2,,,,,,,,,-32420,-12.2,,
1992-10-05,401,30,63,1,0,P868,12.80,,,,,,,,-32420,-12.8,,,,,,,,,-32420,-12.8,,,,,,,,,-32420,-12.8,,,,,,,,,-32420,-12.8,,
1992-10-05,401,30,63,1,1S,P869,12.50,,,,,,,,-32420,-12.5,,,,,,,,,-32420,-12.5,,,,,,,,,-32420,-12.5,,,,,,,,,-32420,-12.5,,
1992-10-05,401,30,63,1,0,P870,8.50,,,,,,,,-32420,-8.5,,,,,,,,,-32420,-8.5,,,,,,,,,-32420,-8.5,,,,,,,,,-32420,-8.5,,
1992-10-05,401,30,63,1,0,P871,9.60,,,,,,,,-32420,-9.6,,,,,,,,,-32420,-9.6,,,,,,,,,-32420,-9.6,,,,,,,,,-32420,-9.6,,
1992-10-05,401,30,63,1,1L,P872,11.00,,,,,,,,-32420,-11,,,,,,,,,-32420,-11,,,,,,,,,-32420,-11,,,,,,,,,-32420,-11,,
1992-10-08,401,30,63,1,0,P873,10.50,,,,,,,,-32423,-10.5,,,,,,,,,-32423,-10.5,,,,,,,,,-32423,-10.5,,,,,,,,,-32423,-10.5,,
1992-10-08,401,30,63,1,0,P874,15.50,,,,,,,,-32423,-15.5,,,,,,,,,-32423,-15.5,,,,,,,,,-32423,-15.5,,,,,,,,,-32423,-15.5,,
1992-10-08,401,30,63,1,0,P875,9.60,,,,,,,,-32423,-9.6,,,,,,,,,-32423,-9.6,,,,,,,,,-32423,-9.6,,,,,,,,,-32423,-9.6,,
1992-10-08,401,30,63,1,0,P876,12.00,,,,,,,,-32423,-12,,,,,,,,,-32423,-12,,,,,,,,,-32423,-12,,,,,,,,,-32423,-12,,
1992-10-08,401,30,63,1,0,P878,9.00,,,,,,,,-32423,-9,,,,,,,,,-32423,-9,,,,,,,,,-32423,-9,,,,,,,,,-32423,-9,,
1992-10-08,401,30,63,1,0,P879,10.20,,,,,,,,-32423,-10.2,,,,,,,,,-32423,-10.2,,,,,,,,,-32423,-10.2,,,,,,,,,-32423,-10.2,,
1992-10-08,401,30,63,1,0,P880,10.00,,,,,,,,-32423,-10,,,,,,,,,-32423,-10,,,,,,,,,-32423,-10,,,,,,,,,-32423,-10,,
1992-10-08,401,30,63,1,0,P881,9.00,,,,,,,,-32423,-9,,,,,,,,,-32423,-9,,,,,,,,,-32423,-9,,,,,,,,,-32423,-9,,
1992-10-08,401,30,63,1,0,P882,12.00,,,,,,,,-32423,-12,,,,,,,,,-32423,-12,,,,,,,,,-32423,-12,,,,,,,,,-32423,-12,,
1992-10-08,401,30,63,1,0,P883,9.20,,,,,,,,-32423,-9.2,,,,,,,,,-32423,-9.2,,,,,,,,,-32423,-9.2,,,,,,,,,-32423,-9.2,,
1992-10-08,401,30,63,1,0,P884,11.20,,,,,,,,-32423,-11.2,,,,,,,,,-32423,-11.2,,,,,,,,,-32423,-11.2,,,,,,,,,-32423,-11.2,,
1992-10-08,401,30,63,1,0,P886,9.50,,1992-11-22,401,30,63,9,,45,-0.5,0,N,,,,,,,-32423,-9.5,,,,,,,,,-32423,-9.5,,,,,,,,,-32423,-9.5,,
1992-10-08,401,30,63,1,0,P887,10.00,,,,,,,,-32423,-10,,,,,,,,,-32423,-10,,,,,,,,,-32423,-10,,,,,,,,,-32423,-10,,
1992-10-08,401,30,63,1,0,P888,12.80,,,,,,,,-32423,-12.8,,,,,,,,,-32423,-12.8,,,,,,,,,-32423,-12.8,,,,,,,,,-32423,-12.8,,
1992-10-08,401,30,63,1,0,P889,9.50,,,,,,,,-32423,-9.5,,,,,,,,,-32423,-9.5,,,,,,,,,-32423,-9.5,,,,,,,,,-32423,-9.5,,
1992-10-15,401,30,63,1,0,P890,10.80,,,,,,,,-32430,-10.8,,,,,,,,,-32430,-10.8,,,,,,,,,-32430,-10.8,,,,,,,,,-32430,-10.8,,
1992-10-15,401,30,63,1,0,P891,9.80,,,,,,,,-32430,-9.8,,,,,,,,,-32430,-9.8,,,,,,,,,-32430,-9.8,,,,,,,,,-32430,-9.8,,
1992-10-15,401,30,63,1,0,P892,12.00,,,,,,,,-32430,-12,,,,,,,,,-32430,-12,,,,,,,,,-32430,-12,,,,,,,,,-32430,-12,,
1992-10-15,401,30,63,1,0,P893,9.40,,,,,,,,-32430,-9.4,,,,,,,,,-32430,-9.4,,,,,,,,,-32430,-9.4,,,,,,,,,-32430,-9.4,,
1992-10-15,401,30,63,1,0,P894,9.50,,,,,,,,-32430,-9.5,,,,,,,,,-32430,-9.5,,,,,,,,,-32430,-9.5,,,,,,,,,-32430,-9.5,,
1992-10-15,401,30,63,1,0,P895,10.00,,,,,,,,-32430,-10,,,,,,,,,-32430,-10,,,,,,,,,-32430,-10,,,,,,,,,-32430,-10,,
1992-10-15,401,30,63,1,0,P896,10.00,,,,,,,,-32430,-10,,,,,,,,,-32430,-10,,,,,,,,,-32430,-10,,,,,,,,,-32430,-10,,
1992-10-15,401,30,63,1,0,P897,11.20,,,,,,,,-32430,-11.2,,,,,,,,,-32430,-11.2,,,,,,,,,-32430,-11.2,,,,,,,,,-32430,-11.2,,
1989-12-15,401,30,63,1,0,P901,12.20,,1990-08-21,401,30,63,13.8,,249,1.6,0,N,,,,,,,-31395,-12.2,,,,,,,,,-31395,-12.2,,,,,,,,,-31395,-12.2,,
1991-02-24,321,30,55,1,0,P902,12.10,,,,,,,,-31831,-12.1,,,,,,,,,-31831,-12.1,,,,,,,,,-31831,-12.1,,,,,,,,,-31831,-12.1,,
1990-11-28,401,30,63,1,0,P903,13.50,,,,,,,,-31743,-13.5,,,,,,,,,-31743,-13.5,,,,,,,,,-31743,-13.5,,,,,,,,,-31743,-13.5,,
1990-03-29,401,30,63,1,0,P904,11.80,,,,,,,,-31499,-11.8,,,,,,,,,-31499,-11.8,,,,,,,,,-31499,-11.8,,,,,,,,,-31499,-11.8,,
1991-01-16,401,30,63,1,0,P911,14.30,,,,,,,,-31792,-14.3,,,,,,,,,-31792,-14.3,,,,,,,,,-31792,-14.3,,,,,,,,,-31792,-14.3,,
1990-10-30,401,30,63,1,0,P912,13.90,,1991-01-24,401,30,63,14.9,2,86,1,0,N,,,,,,,-31714,-13.9,,,,,,,,,-31714,-13.9,,,,,,,,,-31714,-13.9,,
1989-12-15,401,30,63,1,0,P913,11.00,,,,,,,,-31395,-11,,,,,,,,,-31395,-11,,,,,,,,,-31395,-11,,,,,,,,,-31395,-11,,
1991-02-24,321,30,55,1,0,P916,14.00,,,,,,,,-31831,-14,,,,,,,,,-31831,-14,,,,,,,,,-31831,-14,,,,,,,,,-31831,-14,,
1990-11-15,401,30,63,1,0,P917,10.90,,,,,,,,-31730,-10.9,,,,,,,,,-31730,-10.9,,,,,,,,,-31730,-10.9,,,,,,,,,-31730,-10.9,,
1990-02-12,401,30,63,1,0,P922,11.00,,,,,,,,-31454,-11,,,,,,,,,-31454,-11,,,,,,,,,-31454,-11,,,,,,,,,-31454,-11,,
1990-02-12,401,30,63,1,0,P923,10.30,,,,,,,,-31454,-10.3,,,,,,,,,-31454,-10.3,,,,,,,,,-31454,-10.3,,,,,,,,,-31454,-10.3,,
1990-03-29,401,30,63,1,0,P924,11.00,,,,,,,,-31499,-11,,,,,,,,,-31499,-11,,,,,,,,,-31499,-11,,,,,,,,,-31499,-11,,
1990-03-20,401,30,63,1,0,P932,11.00,,,,,,,,-31490,-11,,,,,,,,,-31490,-11,,,,,,,,,-31490,-11,,,,,,,,,-31490,-11,,
1991-02-24,321,30,55,1,0,P933,14.50,,,,,,,,-31831,-14.5,,,,,,,,,-31831,-14.5,,,,,,,,,-31831,-14.5,,,,,,,,,-31831,-14.5,,
1990-03-29,401,30,63,1,0,P934,12.30,,,,,,,,-31499,-12.3,,,,,,,,,-31499,-12.3,,,,,,,,,-31499,-12.3,,,,,,,,,-31499,-12.3,,
1990-11-10,401,30,63,1,0,P935,10.20,,,,,,,,-31725,-10.2,,,,,,,,,-31725,-10.2,,,,,,,,,-31725,-10.2,,,,,,,,,-31725,-10.2,,
1990-03-20,401,30,63,1,0,P936,11.20,,,,,,,,-31490,-11.2,,,,,,,,,-31490,-11.2,,,,,,,,,-31490,-11.2,,,,,,,,,-31490,-11.2,,
1991-02-24,321,30,55,1,0,P937,14.70,,,,,,,,-31831,-14.7,,,,,,,,,-31831,-14.7,,,,,,,,,-31831,-14.7,,,,,,,,,-31831,-14.7,,
1991-02-24,321,30,55,1,0,P938,13.60,,,,,,,,-31831,-13.6,,,,,,,,,-31831,-13.6,,,,,,,,,-31831,-13.6,,,,,,,,,-31831,-13.6,,
1990-03-29,401,30,63,1,0,P939,11.60,,,,,,,,-31499,-11.6,,,,,,,,,-31499,-11.6,,,,,,,,,-31499,-11.6,,,,,,,,,-31499,-11.6,,
1990-02-12,401,30,63,1,0,P941,10.20,,1990-04-28,401,30,63,10.9,,75,0.7,0,N,,,,,,,-31454,-10.2,,,,,,,,,-31454,-10.2,,,,,,,,,-31454,-10.2,,
1990-11-28,401,30,63,1,1,P942,12.10,,,,,,,,-31743,-12.1,,,,,,,,,-31743,-12.1,,,,,,,,,-31743,-12.1,,,,,,,,,-31743,-12.1,,
1990-02-12,401,30,63,1,1,P943,10.30,,,,,,,,-31454,-10.3,,,,,,,,,-31454,-10.3,,,,,,,,,-31454,-10.3,,,,,,,,,-31454,-10.3,,
1991-02-24,321,30,55,1,0,P944,13.60,,,,,,,,-31831,-13.6,,,,,,,,,-31831,-13.6,,,,,,,,,-31831,-13.6,,,,,,,,,-31831,-13.6,,
1989-12-15,401,30,63,1,0,P948,9.70,,,,,,,,-31395,-9.7,,,,,,,,,-31395,-9.7,,,,,,,,,-31395,-9.7,,,,,,,,,-31395,-9.7,,
1989-12-15,401,30,63,1,0,P949,9.20,,,,,,,,-31395,-9.2,,,,,,,,,-31395,-9.2,,,,,,,,,-31395,-9.2,,,,,,,,,-31395,-9.2,,
1990-10-30,401,30,63,1,0,P949,15.00,,,,,,,,-31714,-15,,,,,,,,,-31714,-15,,,,,,,,,-31714,-15,,,,,,,,,-31714,-15,,
1991-01-16,401,30,63,1,0,P951,11.50,,,,,,,,-31792,-11.5,,,,,,,,,-31792,-11.5,,,,,,,,,-31792,-11.5,,,,,,,,,-31792,-11.5,,
1991-02-24,321,30,55,1,0,P952,15.10,,,,,,,,-31831,-15.1,,,,,,,,,-31831,-15.1,,,,,,,,,-31831,-15.1,,,,,,,,,-31831,-15.1,,
1990-11-10,401,30,63,1,0,P953,10.10,,,,,,,,-31725,-10.1,,,,,,,,,-31725,-10.1,,,,,,,,,-31725,-10.1,,,,,,,,,-31725,-10.1,,
1991-02-24,321,30,55,1,0,P954,13.00,,,,,,,,-31831,-13,,,,,,,,,-31831,-13,,,,,,,,,-31831,-13,,,,,,,,,-31831,-13,,
1991-02-24,321,30,55,1,0,P955,12.90,,1991-11-02,321,30,55,14.8,2.2,251,1.9,,,,,,,,,-31831,-12.9,,,,,,,,,-31831,-12.9,,,,,,,,,-31831,-12.9,,
1990-11-10,401,30,63,1,0,P957,11.60,,,,,,,,-31725,-11.6,,,,,,,,,-31725,-11.6,,,,,,,,,-31725,-11.6,,,,,,,,,-31725,-11.6,,
1991-02-24,321,30,55,1,0,P960,11.20,,1992-03-27,?,?,?,15,1.95,397,3.8,,,,,,,,,-31831,-11.2,,,,,,,,,-31831,-11.2,,,,,,,,,-31831,-11.2,,
1990-03-29,401,30,63,1,0,P961,11.60,,1990-08-21,401,30,63,,,145,-11.6,0,N,,,,,,,-31499,-11.6,,,,,,,,,-31499,-11.6,,,,,,,,,-31499,-11.6,,
1990-10-30,401,30,63,1,0,P963,13.50,,,,,,,,-31714,-13.5,,,,,,,,,-31714,-13.5,,,,,,,,,-31714,-13.5,,,,,,,,,-31714,-13.5,,
1991-02-24,321,30,55,1,0,P968,10.50,,,,,,,,-31831,-10.5,,,,,,,,,-31831,-10.5,,,,,,,,,-31831,-10.5,,,,,,,,,-31831,-10.5,,
1991-02-24,321,30,55,1,0,P969,13.50,,,,,,,,-31831,-13.5,,,,,,,,,-31831,-13.5,,,,,,,,,-31831,-13.5,,,,,,,,,-31831,-13.5,,
1990-03-29,401,30,63,1,0,P972,11.10,,1990-09-20,401,30,63,14.3,,175,3.2,0,Q864,1991-01-24,401,30,63,14.5,2,301,3.4,0,N,,,,,,,-31499,-11.1,,,,,,,,,-31499,-11.1,,
1990-02-12,401,30,63,1,1,P973,11.20,,,,,,,,-31454,-11.2,,,,,,,,,-31454,-11.2,,,,,,,,,-31454,-11.2,,,,,,,,,-31454,-11.2,,
1989-12-15,401,30,63,1,0,P975,13.00,,,,,,,,-31395,-13,,,,,,,,,-31395,-13,,,,,,,,,-31395,-13,,,,,,,,,-31395,-13,,
1990-02-12,401,30,63,1,0,P976,12.00,,,,,,,,-31454,-12,,,,,,,,,-31454,-12,,,,,,,,,-31454,-12,,,,,,,,,-31454,-12,,
1989-12-15,401,30,63,1,0,P979,11.50,,,,,,,,-31395,-11.5,,,,,,,,,-31395,-11.5,,,,,,,,,-31395,-11.5,,,,,,,,,-31395,-11.5,,
1990-03-20,401,30,63,1,0,P982,11.30,,,,,,,,-31490,-11.3,,,,,,,,,-31490,-11.3,,,,,,,,,-31490,-11.3,,,,,,,,,-31490,-11.3,,
1989-12-15,401,30,63,1,0,P984,11.00,,,,,,,,-31395,-11,,,,,,,,,-31395,-11,,,,,,,,,-31395,-11,,,,,,,,,-31395,-11,,
1991-02-24,321,30,55,1,0,P991,12.00,,,,,,,,-31831,-12,,,,,,,,,-31831,-12,,,,,,,,,-31831,-12,,,,,,,,,-31831,-12,,
1990-03-20,401,30,63,1,0,P995,10.60,,,,,,,,-31490,-10.6,,,,,,,,,-31490,-10.6,,,,,,,,,-31490,-10.6,,,,,,,,,-31490,-10.6,,
1991-02-01,401,30,63,1,0,P997,15.50,,,,,,,,-31808,-15.5,,,,,,,,,-31808,-15.5,,,,,,,,,-31808,-15.5,,,,,,,,,-31808,-15.5,,
1990-03-29,401,30,63,1,0,P998,11.00,,,,,,,,-31499,-11,,,,,,,,,-31499,-11,,,,,,,,,-31499,-11,,,,,,,,,-31499,-11,,
1990-03-29,401,30,63,1,0,P999,9.80,,,,,,,,-31499,-9.8,,,,,,,,,-31499,-9.8,,,,,,,,,-31499,-9.8,,,,,,,,,-31499,-9.8,,
1991-02-23,321,30,55,1,0,Q001,14.90,,,,,,,,-31830,-14.9,,,,,,,,,-31830,-14.9,,,,,,,,,-31830,-14.9,,,,,,,,,-31830,-14.9,,
1991-02-23,321,30,55,1,0,Q002,14.30,,1991-05-19,321,30,55,14.6,2,85,0.3,,,,,,,,,-31830,-14.3,,,,,,,,,-31830,-14.3,,,,,,,,,-31830,-14.3,,
1991-02-23,321,30,55,1,0,Q003,13.00,,,,,,,,-31830,-13,,,,,,,,,-31830,-13,,,,,,,,,-31830,-13,,,,,,,,,-31830,-13,,
1991-02-23,321,30,55,1,0,Q006,15.40,,,,,,,,-31830,-15.4,,,,,,,,,-31830,-15.4,,,,,,,,,-31830,-15.4,,,,,,,,,-31830,-15.4,,
1991-02-23,321,30,55,1,0,Q012,12.00,,,,,,,,-31830,-12,,,,,,,,,-31830,-12,,,,,,,,,-31830,-12,,,,,,,,,-31830,-12,,
1991-02-23,321,30,55,1,0,Q013,12.70,,,,,,,,-31830,-12.7,,,,,,,,,-31830,-12.7,,,,,,,,,-31830,-12.7,,,,,,,,,-31830,-12.7,,
1990-10-22,331,37,61,1,0,Q014,13.40,,,,,,,,-31706,-13.4,,,,,,,,,-31706,-13.4,,,,,,,,,-31706,-13.4,,,,,,,,,-31706,-13.4,,
1991-02-23,321,30,55,1,0,Q015,14.60,,,,,,,,-31830,-14.6,,,,,,,,,-31830,-14.6,,,,,,,,,-31830,-14.6,,,,,,,,,-31830,-14.6,,
1990-10-22,331,37,61,1,0,Q016,14.50,,,,,,,,-31706,-14.5,,,,,,,,,-31706,-14.5,,,,,,,,,-31706,-14.5,,,,,,,,,-31706,-14.5,,
1991-02-23,321,30,55,1,0,Q041,10.80,,,,,,,,-31830,-10.8,,,,,,,,,-31830,-10.8,,,,,,,,,-31830,-10.8,,,,,,,,,-31830,-10.8,,
1991-02-23,321,30,55,1,0,Q046,12.00,,,,,,,,-31830,-12,,,,,,,,,-31830,-12,,,,,,,,,-31830,-12,,,,,,,,,-31830,-12,,
1990-10-22,331,37,61,1,0,Q051,18.00,,,,,,,,-31706,-18,,,,,,,,,-31706,-18,,,,,,,,,-31706,-18,,,,,,,,,-31706,-18,,
1991-02-23,321,30,55,1,0,Q055,14.40,,,,,,,,-31830,-14.4,,,,,,,,,-31830,-14.4,,,,,,,,,-31830,-14.4,,,,,,,,,-31830,-14.4,,
1991-02-23,321,30,55,1,0,Q056,10.00,,,,,,,,-31830,-10,,,,,,,,,-31830,-10,,,,,,,,,-31830,-10,,,,,,,,,-31830,-10,,
1991-02-23,321,30,55,1,0,Q068,12.30,,,,,,,,-31830,-12.3,,,,,,,,,-31830,-12.3,,,,,,,,,-31830,-12.3,,,,,,,,,-31830,-12.3,,
1990-11-04,331,37,61,1,0,Q069,19.70,,,,,,,,-31719,-19.7,,,,,,,,,-31719,-19.7,,,,,,,,,-31719,-19.7,,,,,,,,,-31719,-19.7,,
1990-10-22,331,37,61,1,0,Q071,17.50,,,,,,,,-31706,-17.5,,,,,,,,,-31706,-17.5,,,,,,,,,-31706,-17.5,,,,,,,,,-31706,-17.5,,
