201	62.38
202	62.28
203	62.3
204	60.72
205	60.94
206	59.89
207	60.53
208	60.36
209	60.16
210	59.94
211	59.08
212	60.78
213	59.9
214	59.47
215	59.13
216	59.16
217	59.09
218	58.81
219	59.88
220	59.01
221	59.67
222	60.46
223	59.74
224	59.65
225	59.77
226	60.43
227	59.86
228	60.19
229	59.67
230	59.88
231	59.86
232	59.63
233	59.96
234	60.24
235	59.83
236	59.18
237	60.57
238	60.73
239	60.61
240	60.53
241	60.77
242	60.53
243	60.57
244	59.9
245	59.91
246	60.29
247	60.07
248	60.21
249	59.42
250	59.96
251	60.18
252	59.88
253	59.69
254	59.84
255	60.02
256	60.24
257	60.23
258	59.65
259	61.24
260	60.6
261	60.63
262	60.04
263	60.58
264	59.44
265	60.34
266	59.68
267	59.72
268	59.77
269	60.25
270	60.88
271	60.33
272	60.99
273	59.87
274	60.29
275	60.92
276	60.89
277	60.1
278	60.91
279	60.79
280	60.56
281	62.18
282	61.64
283	62.18
284	61.28
285	62.41
286	62.48
287	61.87
288	62.11
289	62.58
290	61.71
291	62.41
292	62.31
293	62.42
294	62.55
295	62.89
296	62.04
297	62.23
298	62.0
299	61.66
300	63.24
301	61.9
302	62.19
303	61.57
304	61.96
305	62.06
306	61.07
307	60.92
308	61.38
309	62.17
310	62.3
311	62.14
312	62.41
313	61.86
314	62.31
315	62.65
316	62.22
317	64.77
318	63.68
319	63.53
320	63.39
321	63.41
322	62.37
323	63.24
324	62.99
325	64.23
326	64.73
327	63.27
328	63.88
329	64.49
330	63.05
331	62.91
332	62.49
333	61.88
334	63.16
335	62.5
336	62.24
337	61.44
338	61.62
339	61.82
340	61.65
341	61.91
342	61.61
343	62.29
344	61.83
345	62.13
346	61.98
347	61.89
348	62.51
349	63.02
350	61.88
351	62.6
352	63.41
353	64.23
354	63.09
355	63.45
356	63.6
357	63.6
358	63.64
359	64.15
360	64.07
361	62.94
362	63.26
363	63.38
364	63.91
365	62.85
366	63.46
367	62.7
368	64.24
369	63.75
370	62.7
371	63.37
372	64.28
373	63.6
374	64.24
375	63.58
376	63.75
377	63.45
378	63.59
379	63.57
380	62.87
381	63.19
382	63.89
383	63.69
384	63.42
385	63.39
386	63.66
387	64.37
388	63.38
389	64.22
390	63.21
391	63.91
392	64.43
393	64.37
394	64.78
395	64.35
396	64.16
397	63.77
398	63.42
399	62.89
400	63.57
401	64.16
402	63.5
403	63.56
404	62.78
405	62.17
406	61.94
407	61.89
408	62.1
409	62.7
410	62.3
411	62.93
412	61.9
413	61.78
414	61.53
415	61.86
416	61.26
417	60.54
418	60.25
419	60.18
420	59.95
421	60.21
422	60.17
423	59.77
424	60.16
425	59.95
426	59.59
427	59.09
428	58.96
429	59.61
430	59.74
431	59.26
432	58.94
433	59.59
434	60.05
435	58.81
436	59.26
437	60.31
438	58.23
439	58.54
440	58.37
441	58.29
442	59.02
443	58.93
444	59.42
445	58.77
446	59.89
447	60.17
448	59.84
449	59.27
450	60.34
451	59.31
452	59.18
453	58.55
454	59.3
455	59.73
456	58.33
457	58.76
458	59.58
459	59.81
460	58.74
461	58.24
462	58.71
463	58.89
464	58.14
465	59.54
466	58.15
467	58.44
468	59.68
469	58.31
470	59.39
471	59.38
472	58.36
473	58.67
474	59.43
475	59.44
476	59.0
477	59.49
478	58.67
479	60.24
480	59.42
481	58.66
482	59.45
483	59.63
484	59.68
485	60.7
486	59.85
487	59.99
488	60.07
489	61.13
490	60.15
491	60.0
492	59.69
493	60.18
494	59.85
495	59.33
496	60.13
497	58.74
498	58.27
499	57.69
500	57.89
501	57.08
502	57.62
503	57.42
504	58.3
505	58.01
506	57.53
507	58.22
508	58.3
509	57.44
510	57.88
511	57.61
512	58.9
513	59.42
514	59.53
515	58.81
516	60.27
517	60.89
518	61.01
519	61.35
520	60.75
521	61.65
522	61.01
523	60.59
524	60.82
525	59.84
526	60.42
527	60.01
528	60.35
529	59.77
530	60.58
531	60.51
532	60.8
533	61.02
534	60.34
535	59.62
536	59.85
537	60.58
538	59.77
539	59.45
540	59.99
541	59.8
542	60.92
543	60.05
544	61.89
545	62.58
546	62.03
547	60.77
548	61.01
549	60.89
550	60.61
551	61.38
552	60.29
553	61.2
554	60.81
555	62.08
556	60.84
557	62.09
558	61.41
559	61.76
560	60.82
561	61.08
562	61.55
563	61.3
564	60.24
565	59.27
566	59.18
567	59.31
568	59.38
569	58.75
570	59.41
571	59.17
572	58.93
573	59.07
574	58.63
575	58.83
576	57.9
577	57.99
578	57.58
579	57.34
580	57.45
581	57.3
582	56.94
583	56.74
584	57.33
585	57.29
586	57.39
587	57.03
588	58.0
589	57.13
590	58.07
591	58.8
592	59.75
593	59.14
594	59.18
595	59.82
596	59.08
597	59.88
598	59.28
599	59.52
600	59.59
601	60.22
602	60.11
603	60.58
604	59.56
605	61.33
606	60.19
607	61.04
608	60.74
609	59.69
610	60.43
611	60.3
612	61.5
613	61.34
614	60.22
615	60.41
616	60.87
617	60.54
618	59.57
619	60.22
620	60.24
621	60.46
622	60.18
623	58.96
624	59.1
625	59.13
626	59.62
627	59.26
628	58.8
629	58.71
